State,Year,Month,ActivityLevel,Temp,Precipitation,PMDI
New Mexico,2011,10,1,41.9,0.17,-2.55
New Mexico,2009,9,5,46,0.47,-3.55
New Mexico,2009,10,10,52.3,0.37,-3.96
New Mexico,2009,11,10,60.1,1.06,-3.89
New Mexico,2009,12,6,72.4,0.55,-4.5
New Mexico,2010,1,5,74.2,3.19,-2.81
New Mexico,2010,2,10,70.5,2.16,-3.08
New Mexico,2010,3,6,66.5,3.15,-0.66
New Mexico,2010,4,3,57.4,0.67,-1.58
New Mexico,2010,5,2,42.4,0.63,-1.38
New Mexico,2010,6,3,37.7,0.75,-1.38
New Mexico,2010,7,1,35.6,1.41,0.14
New Mexico,2010,8,1,41.4,0.72,0
New Mexico,2010,9,2,47.6,0.71,-0.34
New Mexico,2010,10,4,52.5,0.74,-0.37
New Mexico,2009,1,1,58.3,2.54,1.43
New Mexico,2009,2,1,71.6,1.57,1.5
New Mexico,2009,3,4,73.1,3.7,2.57
New Mexico,2009,4,1,73.4,2.05,1.05
New Mexico,2009,5,5,69,1.1,-0.88
New Mexico,2009,6,1,57.5,2.89,1.78
New Mexico,2009,7,1,43.4,0.85,2.11
New Mexico,2009,8,1,35.9,1.05,2.2
Texas,2015,11,1,47.9,0.4,-3.32
Texas,2015,12,3,55.5,0.62,-4.17
Texas,2014,11,1,59.5,2.21,-3.88
Texas,2014,12,9,64.9,3.2,-3.16
Texas,2015,1,10,73.6,2.3,-3.92
Texas,2015,2,10,81.7,1.87,-4.73
Texas,2015,3,7,84.1,3.09,-4.51
Texas,2015,4,4,83.3,1.62,-4.7
Texas,2015,5,2,74.1,4.2,-3.02
Texas,2015,6,1,64.2,5.55,0.16
Texas,2015,7,1,57.3,1.26,-0.03
Texas,2015,8,1,43.1,2.22,1.16
Texas,2015,9,1,44.4,2.37,2.3
Texas,2015,10,3,44,2.59,2.98
Texas,2013,11,3,54.8,1.87,2.97
Texas,2013,12,10,65.1,2.69,3.03
Texas,2014,1,10,73.8,2.27,1.83
Texas,2014,2,10,82.7,2.78,1.59
Texas,2014,3,8,81.4,5.12,3.16
Texas,2014,3,6,84.4,1.28,1.75
Texas,2014,5,3,77.7,4.31,2.32
Texas,2014,5,4,67.2,0.76,0.34
Texas,2014,6,3,56.6,1.04,-0.98
Texas,2014,8,2,49.2,0.73,-1.84
Texas,2014,8,1,45,1.55,-1.96
Texas,2014,9,3,48.7,0.65,-2.5
Texas,2012,11,4,61.8,0.27,-3.39
Texas,2012,12,10,70.3,0.7,-4.47
Texas,2013,1,10,74.1,1.56,-5.39
Texas,2013,2,10,85.2,0.98,-6.56
Texas,2013,3,5,87,0.74,-7.32
Texas,2013,3,3,88.2,0.74,-7.86
Texas,2013,5,1,77.9,1.14,-8.05
Texas,2013,6,1,66.9,2.23,-7.39
Texas,2013,6,1,56.9,1.28,-7.08
Texas,2013,8,1,46.1,2.86,-5.38
Texas,2013,8,1,50.5,2.27,-4.45
Texas,2013,9,4,51.8,2.29,-3.38
Texas,2011,11,1,63.2,3.07,-2.06
Texas,2011,12,1,70.3,1.27,-2.9
Texas,2012,1,1,75.5,2.88,-3.38
Texas,2012,2,3,82.4,1.86,-4.15
Texas,2012,3,5,83.4,2.7,-3.95
Texas,2012,3,4,83.7,1.84,-4.02
Texas,2012,5,1,76.6,3.95,-2.92
Texas,2012,6,1,65.9,0.69,-3.71
Texas,2012,6,1,59,0.31,-4.39
Texas,2012,8,1,51.1,0.97,-4.61
Texas,2012,9,1,47.9,2.46,-3.95
Texas,2012,9,2,51.7,1.21,-4.14
Texas,2010,11,1,57.3,0.66,-4.32
Texas,2010,12,1,63,1.77,-4.2
Texas,2011,1,3,72.5,2.42,-4.49
Texas,2011,2,10,81.8,2.33,-4.85
Texas,2011,3,8,81.3,3.1,-4.4
Texas,2011,4,1,83.3,1.41,-4.67
Texas,2011,5,1,78.2,4.05,-3.63
Texas,2011,6,1,66.7,3.31,-2.57
Texas,2011,7,1,52.9,1.94,-1.86
Texas,2011,8,1,44.9,1.36,-1.78
Texas,2011,9,1,44.5,0.37,-2.71
Texas,2011,10,1,48.4,0.73,-3.21
Texas,2009,9,2,54.8,1.11,-3.1
Texas,2009,10,10,65.4,0.98,-3.49
Texas,2009,11,10,72.1,4.1,-2.95
Texas,2009,12,3,80.6,3.01,-3.15
Texas,2010,1,1,81.7,2.58,-3.03
Texas,2010,2,2,82.6,1.73,-3.21
Texas,2010,3,1,76.4,3.59,-2.49
Texas,2010,4,1,69.6,1.76,-2.93
Texas,2010,5,1,51.5,2.83,-1.24
Texas,2010,6,1,50.7,1.22,-1.68
Texas,2010,7,1,44,2.67,-0.23
Texas,2010,8,1,48.2,1.09,-0.41
Texas,2010,9,1,56.2,3.47,1.48
Texas,2010,10,1,66.6,3.96,2.2
Texas,2009,1,1,71.6,9.05,4.75
Texas,2009,2,10,79.3,3.72,5.13
Texas,2009,3,5,83.2,1.85,5.17
Texas,2009,4,1,83.3,1.43,3.65
Texas,2009,5,3,79.3,1.43,1.18
Texas,2009,6,1,69.2,6.17,3.64
Texas,2009,7,1,57.3,3.87,4.64
Texas,2009,8,1,51.5,2.52,4.85
Oklahoma,2015,11,1,37.5,0.66,-0.35
Oklahoma,2015,12,3,47.3,1.16,-1.58
Oklahoma,2014,11,1,52.1,2.58,-1.61
Oklahoma,2014,12,1,58.3,4.82,0.25
Oklahoma,2015,1,10,66,4.98,0.76
Oklahoma,2015,2,10,79.1,2.49,-0.49
Oklahoma,2015,3,9,80.8,3.88,0.42
Oklahoma,2015,4,5,78.9,3.79,0.91
Oklahoma,2015,5,1,70.1,4.6,1.34
Oklahoma,2015,6,1,54.8,6.96,2.87
Oklahoma,2015,7,1,53.6,0.73,1.82
Oklahoma,2015,8,1,34.6,1.39,2.13
Oklahoma,2015,9,1,35.2,1.86,2.57
Oklahoma,2015,10,1,35.7,1.92,2.68
Oklahoma,2013,11,1,49,2.03,2.1
Oklahoma,2013,12,5,61.5,2.63,1.23
Oklahoma,2014,1,10,68.3,4.8,1.05
Oklahoma,2014,2,10,81,4.12,0.68
Oklahoma,2014,3,5,81.9,4.46,1.73
Oklahoma,2014,3,1,83.9,1.69,0.69
Oklahoma,2014,5,1,75,4.13,0.78
Oklahoma,2014,5,1,62.3,1.67,-0.51
Oklahoma,2014,6,1,50.5,1.87,-0.9
Oklahoma,2014,8,1,39.5,0.86,-1.37
Oklahoma,2014,8,1,35,0.28,-2
Oklahoma,2014,9,1,39.4,1.57,-2.24
Oklahoma,2012,11,1,52.4,0.74,-3.03
Oklahoma,2012,12,1,62.1,3.49,-2.96
Oklahoma,2013,1,8,67.7,4.47,-3.03
Oklahoma,2013,2,10,83.4,1.17,-4.17
Oklahoma,2013,3,1,89.2,0.79,-5.41
Oklahoma,2013,3,1,87.7,2.36,-5.61
Oklahoma,2013,5,1,71.1,1.72,-5.59
Oklahoma,2013,6,1,61.8,2.79,-5.15
Oklahoma,2013,6,1,50,4.38,-3.1
Oklahoma,2013,8,1,39.9,2.48,-1.78
Oklahoma,2013,8,1,42.7,1.86,-0.83
Oklahoma,2013,9,1,43.8,1.86,-0.23
Oklahoma,2011,11,1,59.6,4.56,0.81
Oklahoma,2011,12,1,64.3,3.45,0.66
Oklahoma,2012,1,1,72.6,2.15,-1.14
Oklahoma,2012,2,1,79.1,2.45,-2.17
Oklahoma,2012,3,8,85.9,1.16,-3.67
Oklahoma,2012,3,1,81.5,2.42,-3.8
Oklahoma,2012,5,1,74.4,2.94,-3.71
Oklahoma,2012,6,1,59.6,1.2,-3.91
Oklahoma,2012,6,1,52.2,0.63,-4.39
Oklahoma,2012,8,1,42.2,1.02,-4.63
Oklahoma,2012,9,1,39.7,1.77,-4.49
Oklahoma,2012,9,1,41.1,3.24,-3.42
Oklahoma,2010,11,1,47.5,1.59,-3.75
Oklahoma,2010,12,1,54.7,3.81,-2.36
Oklahoma,2011,1,3,67,4.73,-1.87
Oklahoma,2011,2,10,78.1,3.87,-1.56
Oklahoma,2011,3,7,79.6,5.28,0.95
Oklahoma,2011,4,1,80.3,3.34,1.98
Oklahoma,2011,5,1,75.8,2.58,1
Oklahoma,2011,6,1,60.4,3.1,1.08
Oklahoma,2011,7,1,46.6,1.72,0.69
Oklahoma,2011,8,1,35.2,1.67,0.72
Oklahoma,2011,9,1,36.1,0.33,-0.34
Oklahoma,2011,10,1,36.1,0.49,-0.89
Oklahoma,2009,9,6,46.3,1.74,-1.01
Oklahoma,2009,10,10,59.4,1.69,-1.41
Oklahoma,2009,11,10,69,3.14,-1.84
Oklahoma,2009,12,2,77.3,5.71,-0.31
Oklahoma,2010,1,1,77.8,4.57,1.41
Oklahoma,2010,2,1,80.7,1.55,1.16
Oklahoma,2010,3,1,73.3,2.57,0.18
Oklahoma,2010,4,1,64.6,3.44,0.15
Oklahoma,2010,5,1,44.4,2.2,0.25
Oklahoma,2010,6,1,41.8,1.44,-0.24
Oklahoma,2010,7,1,37.7,1.21,-0.34
Oklahoma,2010,8,1,37.8,1.18,-0.46
Oklahoma,2010,9,1,51.1,2.41,-0.47
Oklahoma,2010,10,1,61.4,4.85,0.57
Oklahoma,2009,1,1,66.1,14.44,3.57
Oklahoma,2009,2,1,78.4,4.81,3.5
Oklahoma,2009,3,5,82.1,5.43,4.29
Oklahoma,2009,4,1,79.3,2.45,4.26
Oklahoma,2009,5,1,76.6,2.07,2.66
Oklahoma,2009,6,1,63.4,3.26,2.37
Oklahoma,2009,7,1,51.4,6.05,4.12
Oklahoma,2009,8,1,44.6,5.56,5.65
Kansas,2015,11,1,31.4,0.08,3.6
Kansas,2015,12,1,39.7,0.51,3.16
Kansas,2014,11,1,44.4,1.87,3.19
Kansas,2014,12,4,52.1,4.8,4.15
Kansas,2015,1,10,63,2.74,3.15
Kansas,2015,2,10,74.4,4.71,3.5
Kansas,2015,3,10,75.6,3.99,3.81
Kansas,2015,4,3,74.4,3.83,4.16
Kansas,2015,5,1,65.3,3.4,4.26
Kansas,2015,6,1,48.8,3.81,5.06
Kansas,2015,7,1,47.6,1.08,4.63
Kansas,2015,8,1,26.5,0.98,4.57
Kansas,2015,9,1,27.2,0.48,4.34
Kansas,2015,10,1,29.9,0.86,4.3
Kansas,2013,11,1,44.2,2.08,4.19
Kansas,2013,12,1,57.8,2.62,3.65
Kansas,2014,1,10,62.1,4.06,3.73
Kansas,2014,2,10,77,4.7,3.64
Kansas,2014,3,4,79.6,4.55,4.07
Kansas,2014,3,1,79.7,2.93,3.84
Kansas,2014,5,1,70.8,3.14,3.57
Kansas,2014,5,1,59.1,0.69,1.79
Kansas,2014,6,1,43.6,1.53,1.6
Kansas,2014,8,1,32.3,0.2,0.48
Kansas,2014,8,1,27.3,0.46,-0.13
Kansas,2014,9,1,30.2,1.09,0.03
Kansas,2012,11,2,44.1,1.11,-0.84
Kansas,2012,12,4,55.2,1.86,-1.29
Kansas,2013,1,10,62.6,3.44,-1.39
Kansas,2013,2,10,76.8,2.66,-1.95
Kansas,2013,3,3,84.9,2.59,-2.48
Kansas,2013,3,1,80.9,3.33,-2.59
Kansas,2013,5,1,66.2,1.27,-2.99
Kansas,2013,6,1,57.5,1.6,-2.99
Kansas,2013,6,1,43.7,2.5,-1.73
Kansas,2013,8,1,33.1,2.26,0.31
Kansas,2013,8,1,36.1,0.07,-0.54
Kansas,2013,9,1,37.1,1.81,0.69
Kansas,2011,11,1,55.5,2.45,0.3
Kansas,2011,12,1,59.3,3.08,0.44
Kansas,2012,1,1,69,1.47,-1.83
Kansas,2012,2,1,77.5,2.16,-2.8
Kansas,2012,3,7,84.4,1.28,-3.8
Kansas,2012,3,1,76.5,2.61,-3.9
Kansas,2012,5,1,68.2,2.09,-3.94
Kansas,2012,6,1,54,1.14,-3.93
Kansas,2012,6,1,46.5,0.58,-4.21
Kansas,2012,8,1,34.6,0.55,-4.24
Kansas,2012,9,1,32.3,0.84,-4.03
Kansas,2012,9,1,33.6,1.63,-3.1
Kansas,2010,11,1,40.3,1.21,-3.46
Kansas,2010,12,1,48.5,2.44,-2.52
Kansas,2011,1,1,63.3,3.96,-2.31
Kansas,2011,2,7,75.2,2.78,-2.94
Kansas,2011,3,6,77.2,4.46,-1.86
Kansas,2011,4,1,76.5,4.91,0.16
Kansas,2011,5,1,72.1,2.74,-0.07
Kansas,2011,6,1,55.2,2.64,0.76
Kansas,2011,7,1,41.3,1.03,0.63
Kansas,2011,8,1,29.2,0.39,0.13
Kansas,2011,9,1,29.6,0.24,-0.4
Kansas,2011,10,1,27.8,0.75,-0.41
Kansas,2009,9,4,40.6,0.48,-1.16
Kansas,2009,10,10,54,1.59,-1.79
Kansas,2009,11,10,64.7,1.98,-2.73
Kansas,2009,12,1,73.6,7.58,-0.13
Kansas,2010,1,1,75.5,2.39,-0.24
Kansas,2010,2,1,78.3,3.06,-0.13
Kansas,2010,3,1,68.3,2.98,0.12
Kansas,2010,4,1,58.9,2.75,0.69
Kansas,2010,5,1,38.5,0.29,-0.09
Kansas,2010,6,1,34.7,1.34,0.37
Kansas,2010,7,1,32.1,0.37,-0.05
Kansas,2010,8,1,31.2,0.83,-0.02
Kansas,2010,9,1,46.8,0.49,-1.09
Kansas,2010,10,1,56.4,2.76,-0.93
Kansas,2009,1,1,61.7,8.28,1.87
Kansas,2009,2,1,75.8,3.34,1.28
Kansas,2009,3,6,78.9,4.93,2.2
Kansas,2009,4,1,75.2,2.95,2.26
Kansas,2009,5,1,74.2,1.58,0.51
Kansas,2009,6,1,59.3,1.79,-0.06
Kansas,2009,7,1,46.5,3.1,1.44
Kansas,2009,8,1,37.6,2.36,2.45
Nebraska,2015,11,1,25.5,0.44,4.8
Nebraska,2015,12,1,31.8,0.71,4.77
Nebraska,2014,11,1,37.4,0.69,4.28
Nebraska,2014,12,1,46.1,2.74,4.69
Nebraska,2015,1,6,59.1,2.18,3.41
Nebraska,2015,2,6,66.8,5.52,4.64
Nebraska,2015,3,3,70.2,3.07,4.95
Nebraska,2015,4,4,69.4,3.67,5.78
Nebraska,2015,5,1,61.8,1.52,5.25
Nebraska,2015,6,1,42.3,3.74,6.8
Nebraska,2015,7,1,42.2,0.28,5.68
Nebraska,2015,8,1,18.6,1.14,6.19
Nebraska,2015,9,1,22.1,0.37,5.85
Nebraska,2015,10,1,23,0.73,5.82
Nebraska,2013,11,1,39.7,1.69,5.79
Nebraska,2013,12,1,51.7,2.97,5.83
Nebraska,2014,1,3,56.3,3.03,5.48
Nebraska,2014,2,3,69.6,7.4,6.92
Nebraska,2014,3,1,74.5,4.03,7.4
Nebraska,2014,3,1,74.8,2.85,7.38
Nebraska,2014,5,1,63.6,2.04,6.82
Nebraska,2014,5,1,54,0.92,5.61
Nebraska,2014,6,1,36.7,0.67,4.92
Nebraska,2014,8,1,26.1,0.37,4.15
Nebraska,2014,8,1,20.4,0.93,4.57
Nebraska,2014,9,1,24.5,0.64,4.32
Nebraska,2012,11,1,37.1,0.88,3.43
Nebraska,2012,12,1,47.5,2.8,3.82
Nebraska,2013,1,10,56,5.43,4.8
Nebraska,2013,2,10,68.2,3.99,4.69
Nebraska,2013,3,4,77.7,3.71,5.1
Nebraska,2013,3,1,73.9,3.56,5.52
Nebraska,2013,5,1,60.6,0.88,4.03
Nebraska,2013,6,1,52.7,1.92,4.42
Nebraska,2013,6,1,38.2,0.48,3.44
Nebraska,2013,8,1,28.7,0.59,3.14
Nebraska,2013,8,1,30.4,0.16,2.2
Nebraska,2013,9,1,29.3,1.34,3.18
Nebraska,2011,11,1,50.8,0.57,-0.03
Nebraska,2011,12,1,53.5,3.13,-0.05
Nebraska,2012,1,1,62.3,2.04,-2.01
Nebraska,2012,2,3,73.4,1.65,-3.28
Nebraska,2012,3,3,80,1.03,-4.77
Nebraska,2012,3,1,73,1.06,-5.7
Nebraska,2012,5,1,64.1,0.49,-6.33
Nebraska,2012,6,1,48.2,0.88,-5.95
Nebraska,2012,6,1,40,0.29,-6.06
Nebraska,2012,8,1,27.6,0.72,-5.57
Nebraska,2012,9,1,25.5,0.32,-5.41
Nebraska,2012,9,1,28.8,0.83,-4.98
Nebraska,2010,11,1,34.8,0.95,-5.06
Nebraska,2010,12,1,42.5,2.77,-3.84
Nebraska,2011,1,1,58.5,4.86,-2.25
Nebraska,2011,2,7,68.8,2.43,-3.25
Nebraska,2011,3,10,73.2,2.11,-3.7
Nebraska,2011,4,1,73.8,3,-3.19
Nebraska,2011,5,1,68,2.32,-3.13
Nebraska,2011,6,1,48.8,2.8,-0.42
Nebraska,2011,7,1,36.1,0.78,-0.18
Nebraska,2011,8,1,22.8,0.27,-0.55
Nebraska,2011,9,1,25.5,0.22,-0.91
Nebraska,2011,10,1,20.8,0.64,-0.73
Nebraska,2009,9,1,35.4,0.5,-1.6
Nebraska,2009,10,6,48.3,1.99,-1.84
Nebraska,2009,11,10,58.5,2.63,-2.3
Nebraska,2009,12,6,68.1,7.23,1.66
Nebraska,2010,1,3,71.2,1.72,0.9
Nebraska,2010,2,2,72.2,4.7,2.6
Nebraska,2010,3,1,62.9,2.57,2.76
Nebraska,2010,4,4,53.2,1.34,2.53
Nebraska,2010,5,1,32.2,0.32,1.86
Nebraska,2010,6,1,28,1.12,2.44
Nebraska,2010,7,1,27.2,0.21,1.77
Nebraska,2010,8,1,26.1,0.68,1.85
Nebraska,2010,9,1,42.9,0.24,-0.63
Nebraska,2010,10,1,50.5,2.64,-0.59
Nebraska,2009,1,1,56.2,5.89,2.05
Nebraska,2009,2,1,69.8,4.73,2.51
Nebraska,2009,3,1,73.4,3.33,3.08
Nebraska,2009,4,1,70.9,2.83,3.49
Nebraska,2009,5,1,68.6,2.54,3.44
Nebraska,2009,6,1,54.3,1.43,3.18
Nebraska,2009,7,1,40.1,1.95,3.63
Nebraska,2009,8,1,29.7,1.6,4.35
Iowa,2015,11,1,13.2,0.68,4.48
Iowa,2015,12,1,26.7,0.79,4.04
Iowa,2014,11,2,37.1,2.97,4.2
Iowa,2014,12,2,47,3.6,4.21
Iowa,2015,1,8,59.8,3.64,3.54
Iowa,2015,2,2,68.9,5.29,3.64
Iowa,2015,3,1,68,4.62,3.98
Iowa,2015,4,1,68.3,5.75,4.7
Iowa,2015,5,1,63.3,1.73,3.45
Iowa,2015,6,1,44.9,6.35,5.67
Iowa,2015,7,1,43.4,1.19,4.83
Iowa,2015,8,1,19.8,2.54,5.47
Iowa,2015,9,1,13.6,1.3,5.26
Iowa,2015,10,1,17.3,0.96,4.86
Iowa,2013,11,1,38.4,1.72,3.91
Iowa,2013,12,1,55.2,3.7,3.53
Iowa,2014,1,1,59.9,4.19,3.38
Iowa,2014,2,1,70.8,10.28,5.43
Iowa,2014,3,1,74.6,7.89,6.7
Iowa,2014,3,1,74.4,4.83,6.52
Iowa,2014,5,1,63.1,5.4,6.86
Iowa,2014,5,1,53.9,0.91,5.24
Iowa,2014,6,1,38,1.64,4.92
Iowa,2014,8,1,19.1,1.23,4.85
Iowa,2014,8,1,14.9,0.94,4.57
Iowa,2014,9,1,22.6,1.39,4.57
Iowa,2012,11,1,35.1,1.5,3.7
Iowa,2012,12,2,47.6,3.81,4.04
Iowa,2013,1,8,59.1,5,4.15
Iowa,2013,2,4,69.6,6.19,4.37
Iowa,2013,3,1,78,3.4,3.37
Iowa,2013,3,1,72,3.02,2.17
Iowa,2013,5,1,60.2,1.68,0.45
Iowa,2013,6,1,53.4,0.74,-1.55
Iowa,2013,6,1,39.4,2.08,-2.03
Iowa,2013,8,1,29.1,2.08,-1.16
Iowa,2013,8,0,26.5,0.57,-1.64
Iowa,2013,9,1,29.6,1.68,-0.41
Iowa,2011,11,1,51.6,1.91,-1.78
Iowa,2011,12,1,52.4,3.9,-0.8
Iowa,2012,1,1,65.1,3.51,-1.6
Iowa,2012,2,1,71.4,2.81,-2.26
Iowa,2012,3,1,79.6,1.17,-3.56
Iowa,2012,3,1,71,2.88,-3.96
Iowa,2012,5,1,62.1,1.62,-4.62
Iowa,2012,6,1,48.8,2.98,-3.97
Iowa,2012,6,1,39.2,1.05,-4.53
Iowa,2012,8,1,27.7,1.53,-4.34
Iowa,2012,9,1,22,0.95,-4.23
Iowa,2012,9,1,24.2,1.27,-3.9
Iowa,2010,11,1,29,2.09,-3.57
Iowa,2010,12,1,43.8,6.43,1
Iowa,2011,1,1,59,8.65,3.75
Iowa,2011,2,3,68.9,4.89,3.52
Iowa,2011,3,1,72.3,1.74,1.6
Iowa,2011,4,1,71.9,1.49,-0.91
Iowa,2011,5,1,67,1.94,-2.46
Iowa,2011,6,1,50.5,2.78,-2.13
Iowa,2011,7,1,33.9,1.59,-2.31
Iowa,2011,8,1,17.4,0.62,-2.63
Iowa,2011,9,1,14.2,0.43,-2.9
Iowa,2011,10,1,13.2,1.5,-2.34
Iowa,2009,9,1,29.7,0.81,-2.87
Iowa,2009,10,1,47.5,4.65,-0.66
Iowa,2009,11,10,60,3.04,-1.21
Iowa,2009,12,1,70.2,9.66,2.39
Iowa,2010,1,1,68.8,3.3,2.27
Iowa,2010,2,1,71.2,5.92,3.02
Iowa,2010,3,1,62,4.35,3.36
Iowa,2010,4,1,51.2,3.17,3.69
Iowa,2010,5,1,29.3,0.76,3.34
Iowa,2010,6,1,28.2,1.1,3.19
Iowa,2010,7,1,21.6,0.52,2.56
Iowa,2010,9,1,14.5,1.11,2.71
Iowa,2010,10,1,37.3,0.56,0.74
Iowa,2009,1,1,51.1,3.37,0.82
Iowa,2009,2,1,60,5.06,1.69
Iowa,2009,3,3,69.4,6.38,2.52
Iowa,2009,4,1,72,5.51,3.19
Iowa,2009,5,1,68.9,5.29,3.79
Iowa,2009,6,1,68.4,4.18,3.81
Iowa,2009,7,1,53,1.76,3.34
Iowa,2009,8,1,42,4.08,4.32
Iowa,2009,8,1,33,4.71,6.06
Missouri,2015,11,2,27.7,0.89,3.32
Missouri,2015,12,1,38.4,1.89,2.76
Missouri,2014,11,1,46.5,3.97,2.78
Missouri,2014,12,5,53.4,5.23,3.44
Missouri,2015,1,10,63.8,5.86,3.53
Missouri,2015,2,6,74.6,5.77,3.51
Missouri,2015,3,4,72.8,4.46,3.77
Missouri,2015,4,3,72.6,4.77,4.19
Missouri,2015,5,1,66.6,3.76,4.09
Missouri,2015,6,1,50.9,9.87,6.47
Missouri,2015,7,1,49.8,2.27,5.74
Missouri,2015,8,1,30.6,2.97,5.65
Missouri,2015,9,1,25.5,2.12,5.26
Missouri,2015,10,1,28.4,1.73,4.62
Missouri,2013,11,1,45,3.35,4.08
Missouri,2013,12,3,60.5,3.94,3.15
Missouri,2014,1,10,64.5,6.77,3.92
Missouri,2014,2,7,77.3,4.79,3.28
Missouri,2014,3,2,79.1,6.77,4.28
Missouri,2014,3,1,79,2.53,3.25
Missouri,2014,5,1,68.8,7.86,4.53
Missouri,2014,5,1,58.3,0.73,2.68
Missouri,2014,6,1,46.5,3.08,2.7
Missouri,2014,8,1,29.6,0.9,1.53
Missouri,2014,8,1,26.7,1.02,0.73
Missouri,2014,9,1,33.2,3.52,2.13
Missouri,2012,11,1,45.1,3.47,1.9
Missouri,2012,12,5,56.8,7.6,3.54
Missouri,2013,1,10,62.8,6.36,3.83
Missouri,2013,2,10,75.9,4.08,2.84
Missouri,2013,3,3,82.7,2.48,1.18
Missouri,2013,3,1,77.8,3.92,0.58
Missouri,2013,5,1,64.8,2.58,-0.46
Missouri,2013,6,1,57.3,1.21,-1.99
Missouri,2013,6,1,47.4,5.72,-0.7
Missouri,2013,8,1,37.4,3.74,0.54
Missouri,2013,8,1,36.3,1.3,0.14
Missouri,2013,9,1,39.9,2.3,0.4
Missouri,2011,11,1,58.1,4.17,-0.1
Missouri,2011,12,1,59,3.74,-0.42
Missouri,2012,1,1,69.5,2.16,-2.03
Missouri,2012,2,6,74.8,1.9,-2.83
Missouri,2012,3,9,83.6,1.7,-3.9
Missouri,2012,3,1,76.2,2.44,-4.32
Missouri,2012,5,1,67,4.9,-3.57
Missouri,2012,6,1,54.3,3.17,-3.28
Missouri,2012,6,1,45.1,1.57,-3.82
Missouri,2012,8,1,38.8,1.68,-4.12
Missouri,2012,9,1,33.8,3.33,-3.05
Missouri,2012,9,1,34.5,3.19,-1.3
Missouri,2010,11,1,38.3,3.48,-0.45
Missouri,2010,12,1,52.1,6.21,1.9
Missouri,2011,1,1,63.4,6.84,2.6
Missouri,2011,2,9,73,4.46,2.27
Missouri,2011,3,6,75,3.07,2.02
Missouri,2011,4,1,74.6,4.08,2.18
Missouri,2011,5,1,70.7,2.5,0.81
Missouri,2011,6,1,55.9,3.61,0.91
Missouri,2011,7,1,41.8,2.44,0.47
Missouri,2011,8,1,30.3,2.5,0.61
Missouri,2011,9,1,25.8,1.09,-0.03
Missouri,2011,10,1,26.5,1.22,-0.61
Missouri,2009,9,10,39.5,1.7,-1.04
Missouri,2009,10,10,55.1,5.09,0.5
Missouri,2009,11,10,65.3,3.19,-0.55
Missouri,2009,12,2,73.7,6.1,0.47
Missouri,2010,1,1,72.6,2.59,0.37
Missouri,2010,2,1,76.6,4.34,0.69
Missouri,2010,3,5,67.1,3.85,0.76
Missouri,2010,4,1,57.8,6.23,1.8
Missouri,2010,5,1,37.8,1.72,1.71
Missouri,2010,6,1,36.7,2.2,1.62
Missouri,2010,7,1,31.2,1.19,0.92
Missouri,2010,8,1,26.2,1.7,0.63
Missouri,2010,9,1,44.5,3.24,0.39
Missouri,2010,10,1,57.7,3.53,-0.27
Missouri,2009,1,1,64.8,7.3,1.46
Missouri,2009,2,1,74.3,7.36,2.17
Missouri,2009,3,3,77.4,7.93,3.67
Missouri,2009,4,1,73.4,3.96,3.8
Missouri,2009,5,1,71.6,2.18,2.59
Missouri,2009,6,1,57.7,1.56,1.11
Missouri,2009,7,1,48.9,7.9,3.55
Missouri,2009,8,1,42.4,7.67,5.31
Arkansas,2015,11,1,38.4,2.74,1.61
Arkansas,2015,12,1,47.3,2.71,0.32
Arkansas,2014,11,1,52.7,5.35,0.34
Arkansas,2014,12,3,59.6,5.21,0.52
Arkansas,2015,1,10,67.5,11.03,2.97
Arkansas,2015,2,10,78.8,2.61,1.49
Arkansas,2015,3,8,77.8,7.55,3.21
Arkansas,2015,4,1,76.6,3.55,3.36
Arkansas,2015,5,1,71.3,8.64,4.78
Arkansas,2015,6,1,57,14.13,7.82
Arkansas,2015,7,1,54.1,1.7,5.75
Arkansas,2015,8,1,38.1,6.98,6.63
Arkansas,2015,9,1,36.5,3.92,6.01
Arkansas,2015,10,1,36.5,3.32,5.1
Arkansas,2013,11,2,50.5,2.99,3.34
Arkansas,2013,12,3,63.4,3.06,1.61
Arkansas,2014,1,10,71.3,6.2,1.58
Arkansas,2014,2,10,81.6,2.61,-0.02
Arkansas,2014,3,1,82,4.46,-0.37
Arkansas,2014,3,1,83.9,1.73,-1.98
Arkansas,2014,5,1,74.8,3.3,-2.17
Arkansas,2014,5,1,62.7,1.31,-2.71
Arkansas,2014,6,1,52,4.35,-2.71
Arkansas,2014,8,1,38.9,1.54,-3.33
Arkansas,2014,8,1,37.6,1.6,-3.75
Arkansas,2014,9,1,43.9,4.12,-3.27
Arkansas,2012,11,1,52.5,2.8,-3.68
Arkansas,2012,12,1,63.5,10.6,0.09
Arkansas,2013,1,8,67.3,8.31,2.09
Arkansas,2013,2,7,81.7,1.67,0.05
Arkansas,2013,3,1,84.7,2.02,-2.1
Arkansas,2013,3,1,83.1,4.26,-2.04
Arkansas,2013,5,1,70.3,2.49,-2.43
Arkansas,2013,6,1,60.6,2.54,-2.64
Arkansas,2013,6,1,53.4,8.45,-0.5
Arkansas,2013,8,1,43.3,6.97,1.42
Arkansas,2013,8,1,44.6,2.92,0.68
Arkansas,2013,9,0,47.2,3.03,-0.08
Arkansas,2011,11,1,62.2,6.71,0.29
