State,Year,Month,ActivityLevel,ActivityLevelLabel
Massachusetts,2011,10,1,Minimal
Massachusetts,2009,9,1,Minimal
Massachusetts,2009,10,1,Minimal
Massachusetts,2009,11,10,High
Massachusetts,2009,12,1,Minimal
Massachusetts,2010,1,1,Minimal
Massachusetts,2010,2,1,Minimal
Massachusetts,2010,3,1,Minimal
Massachusetts,2010,4,1,Minimal
Massachusetts,2010,5,1,Minimal
Massachusetts,2010,6,1,Minimal
Massachusetts,2010,7,1,Minimal
Massachusetts,2010,8,1,Minimal
Massachusetts,2010,9,1,Minimal
Massachusetts,2010,10,1,Minimal
Massachusetts,2009,1,1,Minimal
Massachusetts,2009,2,4,Low
Massachusetts,2009,3,1,Minimal
Massachusetts,2009,4,1,Minimal
Massachusetts,2009,5,1,Minimal
Massachusetts,2009,6,5,Low
Massachusetts,2009,7,2,Minimal
Massachusetts,2009,8,1,Minimal
Massachusetts,2009,8,1,Minimal
Michigan,2015,11,1,Minimal
Michigan,2015,12,1,Minimal
Michigan,2014,11,1,Minimal
Michigan,2014,12,1,Minimal
Michigan,2015,1,2,Minimal
Michigan,2015,2,1,Minimal
Michigan,2015,3,1,Minimal
Michigan,2015,4,1,Minimal
Michigan,2015,5,1,Minimal
Michigan,2015,6,1,Minimal
Michigan,2015,7,1,Minimal
Michigan,2015,8,1,Minimal
Michigan,2015,9,1,Minimal
Michigan,2015,10,1,Minimal
Michigan,2013,11,1,Minimal
Michigan,2013,12,2,Minimal
Michigan,2014,1,6,Moderate
Michigan,2014,2,3,Minimal
Michigan,2014,3,1,Minimal
Michigan,2014,3,1,Minimal
Michigan,2014,5,1,Minimal
Michigan,2014,5,1,Minimal
Michigan,2014,6,1,Minimal
Michigan,2014,8,1,Minimal
Michigan,2014,8,1,Minimal
Michigan,2014,9,1,Minimal
Michigan,2012,11,1,Minimal
Michigan,2012,12,2,Minimal
Michigan,2013,1,9,High
Michigan,2013,2,7,Moderate
Michigan,2013,3,5,Low
Michigan,2013,3,3,Minimal
Michigan,2013,5,1,Minimal
Michigan,2013,6,2,Minimal
Michigan,2013,6,1,Minimal
Michigan,2013,8,1,Minimal
Michigan,2013,8,1,Minimal
Michigan,2013,9,1,Minimal
Michigan,2011,11,1,Minimal
Michigan,2011,12,1,Minimal
Michigan,2012,1,1,Minimal
Michigan,2012,2,1,Minimal
Michigan,2012,3,1,Minimal
Michigan,2012,3,1,Minimal
Michigan,2012,5,1,Minimal
Michigan,2012,6,1,Minimal
Michigan,2012,6,1,Minimal
Michigan,2012,8,1,Minimal
Michigan,2012,9,1,Minimal
Michigan,2012,9,1,Minimal
Michigan,2010,11,1,Minimal
Michigan,2010,12,1,Minimal
Michigan,2011,1,1,Minimal
Michigan,2011,2,1,Minimal
Michigan,2011,3,2,Minimal
Michigan,2011,4,1,Minimal
Michigan,2011,5,1,Minimal
Michigan,2011,6,1,Minimal
Michigan,2011,7,1,Minimal
Michigan,2011,8,1,Minimal
Michigan,2011,9,1,Minimal
Michigan,2011,10,1,Minimal
Michigan,2009,9,1,Minimal
Michigan,2009,10,1,Minimal
Michigan,2009,11,10,High
Michigan,2009,12,2,Minimal
Michigan,2010,1,1,Minimal
Michigan,2010,2,1,Minimal
Michigan,2010,3,1,Minimal
Michigan,2010,4,1,Minimal
Michigan,2010,5,1,Minimal
Michigan,2010,6,1,Minimal
Michigan,2010,7,1,Minimal
Michigan,2010,8,1,Minimal
Michigan,2010,9,1,Minimal
Michigan,2010,10,1,Minimal
Michigan,2009,1,1,Minimal
Michigan,2009,2,1,Minimal
Michigan,2009,3,1,Minimal
Michigan,2009,4,1,Minimal
Michigan,2009,5,1,Minimal
Michigan,2009,6,1,Minimal
Michigan,2009,7,1,Minimal
Michigan,2009,8,1,Minimal
Michigan,2009,7,1,Minimal
Michigan,2009,8,1,Minimal
Minnesota,2015,11,1,Minimal
Minnesota,2015,12,3,Minimal
Minnesota,2014,11,1,Minimal
Minnesota,2014,12,2,Minimal
Minnesota,2015,1,8,High
Minnesota,2015,2,5,Low
Minnesota,2015,3,4,Low
Minnesota,2015,4,5,Low
Minnesota,2015,5,1,Minimal
Minnesota,2015,6,1,Minimal
Minnesota,2015,7,1,Minimal
Minnesota,2015,8,1,Minimal
Minnesota,2015,9,1,Minimal
Minnesota,2015,10,1,Minimal
Minnesota,2013,11,2,Minimal
Minnesota,2013,12,1,Minimal
Minnesota,2014,1,7,Moderate
Minnesota,2014,2,5,Low
Minnesota,2014,3,3,Minimal
Minnesota,2014,3,3,Minimal
Minnesota,2014,5,3,Minimal
Minnesota,2014,5,1,Minimal
Minnesota,2014,6,1,Minimal
Minnesota,2014,8,1,Minimal
Minnesota,2014,8,1,Minimal
Minnesota,2014,9,1,Minimal
Minnesota,2012,11,1,Minimal
Minnesota,2012,12,1,Minimal
Minnesota,2013,1,10,High
Minnesota,2013,2,6,Moderate
Minnesota,2013,3,3,Minimal
Minnesota,2013,3,1,Minimal
Minnesota,2013,5,1,Minimal
Minnesota,2013,6,1,Minimal
Minnesota,2013,6,1,Minimal
Minnesota,2013,8,1,Minimal
Minnesota,2013,8,1,Minimal
Minnesota,2013,9,1,Minimal
Minnesota,2011,11,1,Minimal
Minnesota,2011,12,1,Minimal
Minnesota,2012,1,1,Minimal
Minnesota,2012,2,1,Minimal
Minnesota,2012,3,3,Minimal
Minnesota,2012,3,1,Minimal
Minnesota,2012,5,1,Minimal
Minnesota,2012,6,1,Minimal
Minnesota,2012,6,1,Minimal
Minnesota,2012,8,1,Minimal
Minnesota,2012,9,1,Minimal
Minnesota,2012,9,1,Minimal
Minnesota,2010,11,1,Minimal
Minnesota,2010,12,1,Minimal
Minnesota,2011,1,1,Minimal
Minnesota,2011,2,3,Minimal
Minnesota,2011,3,5,Low
Minnesota,2011,4,2,Minimal
Minnesota,2011,5,1,Minimal
Minnesota,2011,6,1,Minimal
Minnesota,2011,7,1,Minimal
Minnesota,2011,8,1,Minimal
Minnesota,2011,9,1,Minimal
Minnesota,2011,10,1,Minimal
Minnesota,2009,9,1,Minimal
Minnesota,2009,10,1,Minimal
Minnesota,2009,11,4,Low
Minnesota,2009,12,1,Minimal
Minnesota,2010,1,1,Minimal
Minnesota,2010,2,1,Minimal
Minnesota,2010,3,1,Minimal
Minnesota,2010,4,1,Minimal
Minnesota,2010,5,1,Minimal
Minnesota,2010,6,1,Minimal
Minnesota,2010,7,1,Minimal
Minnesota,2010,8,1,Minimal
Minnesota,2010,9,1,Minimal
Minnesota,2010,10,1,Minimal
Minnesota,2009,1,1,Minimal
Minnesota,2009,2,1,Minimal
Minnesota,2009,3,1,Minimal
Minnesota,2009,4,1,Minimal
Minnesota,2009,5,1,Minimal
Minnesota,2009,6,1,Minimal
Minnesota,2009,7,1,Minimal
Minnesota,2009,8,1,Minimal
Minnesota,2009,7,1,Minimal
Minnesota,2009,8,1,Minimal
Mississippi,2015,11,1,Minimal
Mississippi,2015,12,3,Minimal
Mississippi,2014,11,1,Minimal
Mississippi,2014,12,10,High
Mississippi,2015,1,10,High
Mississippi,2015,2,10,High
Mississippi,2015,3,10,High
Mississippi,2015,4,3,Minimal
Mississippi,2015,5,1,Minimal
Mississippi,2015,6,1,Minimal
Mississippi,2015,7,1,Minimal
Mississippi,2015,8,1,Minimal
Mississippi,2015,9,1,Minimal
Mississippi,2015,10,1,Minimal
Mississippi,2013,11,6,Moderate
Mississippi,2013,12,10,High
Mississippi,2014,1,10,High
Mississippi,2014,2,6,Moderate
Mississippi,2014,3,2,Minimal
Mississippi,2014,3,1,Minimal
Mississippi,2014,5,1,Minimal
Mississippi,2014,5,1,Minimal
Mississippi,2014,6,1,Minimal
Mississippi,2014,8,1,Minimal
Mississippi,2014,8,1,Minimal
Mississippi,2014,9,1,Minimal
Mississippi,2012,11,2,Minimal
Mississippi,2012,12,10,High
Mississippi,2013,1,10,High
Mississippi,2013,2,7,Moderate
Mississippi,2013,3,5,Low
Mississippi,2013,3,2,Minimal
Mississippi,2013,5,1,Minimal
Mississippi,2013,6,1,Minimal
Mississippi,2013,6,1,Minimal
Mississippi,2013,8,1,Minimal
Mississippi,2013,8,1,Minimal
Mississippi,2013,9,1,Minimal
Mississippi,2011,11,1,Minimal
Mississippi,2011,12,3,Minimal
Mississippi,2012,1,1,Minimal
Mississippi,2012,2,2,Minimal
Mississippi,2012,3,5,Low
Mississippi,2012,3,3,Minimal
Mississippi,2012,5,1,Minimal
Mississippi,2012,6,1,Minimal
Mississippi,2012,6,1,Minimal
Mississippi,2012,8,1,Minimal
Mississippi,2012,9,1,Minimal
Mississippi,2012,9,1,Minimal
Mississippi,2010,11,1,Minimal
Mississippi,2010,12,5,Low
Mississippi,2011,1,9,High
Mississippi,2011,2,9,High
Mississippi,2011,3,1,Minimal
Mississippi,2011,4,1,Minimal
Mississippi,2011,5,1,Minimal
Mississippi,2011,6,1,Minimal
Mississippi,2011,7,1,Minimal
Mississippi,2011,8,1,Minimal
Mississippi,2011,9,1,Minimal
Mississippi,2011,10,1,Minimal
Mississippi,2009,9,10,High
Mississippi,2009,10,10,High
Mississippi,2009,11,2,Minimal
Mississippi,2009,12,5,Low
Mississippi,2010,1,2,Minimal
Mississippi,2010,2,5,Low
Mississippi,2010,3,6,Moderate
Mississippi,2010,4,1,Minimal
Mississippi,2010,5,1,Minimal
Mississippi,2010,6,1,Minimal
Mississippi,2010,7,1,Minimal
Mississippi,2010,8,1,Minimal
Mississippi,2010,9,1,Minimal
Mississippi,2010,10,1,Minimal
Mississippi,2009,1,4,Low
Mississippi,2009,2,10,High
Mississippi,2009,3,10,High
Mississippi,2009,4,2,Minimal
Mississippi,2009,5,1,Minimal
Mississippi,2009,6,1,Minimal
Mississippi,2009,7,1,Minimal
Mississippi,2009,8,1,Minimal
Mississippi,2009,7,1,Minimal
Mississippi,2009,8,1,Minimal
Missouri,2015,11,2,Minimal
Missouri,2015,12,1,Minimal
Missouri,2014,11,1,Minimal
Missouri,2014,12,5,Low
Missouri,2015,1,10,High
Missouri,2015,2,6,Moderate
Missouri,2015,3,4,Low
Missouri,2015,4,3,Minimal
Missouri,2015,5,1,Minimal
Missouri,2015,6,1,Minimal
Missouri,2015,7,1,Minimal
Missouri,2015,8,1,Minimal
Missouri,2015,9,1,Minimal
Missouri,2015,10,1,Minimal
Missouri,2013,11,1,Minimal
Missouri,2013,12,3,Minimal
Missouri,2014,1,10,High
Missouri,2014,2,7,Moderate
Missouri,2014,3,2,Minimal
Missouri,2014,3,1,Minimal
Missouri,2014,5,1,Minimal
Missouri,2014,5,1,Minimal
Missouri,2014,6,1,Minimal
Missouri,2014,8,1,Minimal
Missouri,2014,8,1,Minimal
Missouri,2014,9,1,Minimal
Missouri,2012,11,1,Minimal
Missouri,2012,12,5,Low
Missouri,2013,1,10,High
Missouri,2013,2,10,High
Missouri,2013,3,3,Minimal
Missouri,2013,3,1,Minimal
Missouri,2013,5,1,Minimal
Missouri,2013,6,1,Minimal
Missouri,2013,6,1,Minimal
Missouri,2013,8,1,Minimal
Missouri,2013,8,1,Minimal
Missouri,2013,9,1,Minimal
Missouri,2011,11,1,Minimal
Missouri,2011,12,1,Minimal
Missouri,2012,1,1,Minimal
Missouri,2012,2,6,Moderate
Missouri,2012,3,9,High
Missouri,2012,3,1,Minimal
Missouri,2012,5,1,Minimal
Missouri,2012,6,1,Minimal
Missouri,2012,6,1,Minimal
Missouri,2012,8,1,Minimal
Missouri,2012,9,1,Minimal
Missouri,2012,9,1,Minimal
Missouri,2010,11,1,Minimal
Missouri,2010,12,1,Minimal
Missouri,2011,1,1,Minimal
Missouri,2011,2,9,High
Missouri,2011,3,6,Moderate
Missouri,2011,4,1,Minimal
Missouri,2011,5,1,Minimal
Missouri,2011,6,1,Minimal
Missouri,2011,7,1,Minimal
Missouri,2011,8,1,Minimal
Missouri,2011,9,1,Minimal
Missouri,2011,10,1,Minimal
Missouri,2009,9,10,High
Missouri,2009,10,10,High
Missouri,2009,11,10,High
Missouri,2009,12,2,Minimal
Missouri,2010,1,1,Minimal
Missouri,2010,2,1,Minimal
Missouri,2010,3,5,Low
Missouri,2010,4,1,Minimal
Missouri,2010,5,1,Minimal
Missouri,2010,6,1,Minimal
Missouri,2010,7,1,Minimal
Missouri,2010,8,1,Minimal
Missouri,2010,9,1,Minimal
Missouri,2010,10,1,Minimal
Missouri,2009,1,1,Minimal
Missouri,2009,2,1,Minimal
Missouri,2009,3,3,Minimal
Missouri,2009,4,1,Minimal
Missouri,2009,5,1,Minimal
Missouri,2009,6,1,Minimal
Missouri,2009,7,1,Minimal
Missouri,2009,8,1,Minimal
Missouri,2009,7,1,Minimal
Missouri,2009,8,1,Minimal
Montana,2015,11,1,Minimal
Montana,2015,12,1,Minimal
Montana,2014,11,1,Minimal
Montana,2014,12,1,Minimal
Montana,2015,1,3,Minimal
Montana,2015,2,2,Minimal
Montana,2015,3,1,Minimal
Montana,2015,4,1,Minimal
Montana,2015,5,1,Minimal
Montana,2015,6,1,Minimal
Montana,2015,7,1,Minimal
Montana,2015,8,1,Minimal
Montana,2015,9,1,Minimal
Montana,2015,10,1,Minimal
Montana,2013,11,1,Minimal
Montana,2013,12,1,Minimal
Montana,2014,1,5,Low
Montana,2014,2,1,Minimal
Montana,2014,3,1,Minimal
Montana,2014,3,1,Minimal
Montana,2014,5,1,Minimal
Montana,2014,5,1,Minimal
Montana,2014,6,1,Minimal
Montana,2014,8,1,Minimal
Montana,2014,8,1,Minimal
Montana,2014,9,1,Minimal
Montana,2012,11,1,Minimal
Montana,2012,12,1,Minimal
Montana,2013,1,1,Minimal
Montana,2013,2,2,Minimal
Montana,2013,3,1,Minimal
Montana,2013,3,1,Minimal
Montana,2013,5,1,Minimal
Montana,2013,6,1,Minimal
Montana,2013,6,1,Minimal
Montana,2013,8,1,Minimal
Montana,2013,8,1,Minimal
Montana,2013,9,1,Minimal
Montana,2011,11,1,Minimal
Montana,2011,12,1,Minimal
Montana,2012,1,1,Minimal
Montana,2012,2,1,Minimal
Montana,2012,3,1,Minimal
Montana,2012,3,1,Minimal
Montana,2012,5,1,Minimal
Montana,2012,6,1,Minimal
Montana,2012,6,1,Minimal
Montana,2012,8,1,Minimal
Montana,2012,9,1,Minimal
Montana,2012,9,1,Minimal
Montana,2010,11,1,Minimal
Montana,2010,12,1,Minimal
Montana,2011,1,1,Minimal
Montana,2011,2,2,Minimal
Montana,2011,3,3,Minimal
Montana,2011,4,1,Minimal
Montana,2011,5,1,Minimal
Montana,2011,6,1,Minimal
Montana,2011,7,1,Minimal
Montana,2011,8,1,Minimal
Montana,2011,9,1,Minimal
Montana,2011,10,1,Minimal
Montana,2009,9,1,Minimal
Montana,2009,10,7,Moderate
Montana,2009,11,7,Moderate
Montana,2009,12,1,Minimal
Montana,2010,1,1,Minimal
Montana,2010,2,1,Minimal
Montana,2010,3,1,Minimal
Montana,2010,4,1,Minimal
Montana,2010,5,1,Minimal
Montana,2010,6,1,Minimal
Montana,2010,7,1,Minimal
Montana,2010,8,1,Minimal
Montana,2010,9,1,Minimal
Montana,2010,10,1,Minimal
Montana,2009,1,1,Minimal
Montana,2009,2,1,Minimal
Montana,2009,3,1,Minimal
Montana,2009,4,1,Minimal
Montana,2009,5,1,Minimal
Montana,2009,6,1,Minimal
Montana,2009,7,1,Minimal
Montana,2009,8,1,Minimal
Montana,2009,7,1,Minimal
Montana,2009,8,1,Minimal
Nebraska,2015,11,1,Minimal
Nebraska,2015,12,1,Minimal
Nebraska,2014,11,1,Minimal
Nebraska,2014,12,1,Minimal
Nebraska,2015,1,6,Moderate
Nebraska,2015,2,6,Moderate
Nebraska,2015,3,3,Minimal
Nebraska,2015,4,4,Low
Nebraska,2015,5,1,Minimal
Nebraska,2015,6,1,Minimal
Nebraska,2015,7,1,Minimal
Nebraska,2015,8,1,Minimal
Nebraska,2015,9,1,Minimal
Nebraska,2015,10,1,Minimal
Nebraska,2013,11,1,Minimal
Nebraska,2013,12,1,Minimal
Nebraska,2014,1,3,Minimal
Nebraska,2014,2,3,Minimal
Nebraska,2014,3,1,Minimal
Nebraska,2014,3,1,Minimal
Nebraska,2014,5,1,Minimal
Nebraska,2014,5,1,Minimal
Nebraska,2014,6,1,Minimal
Nebraska,2014,8,1,Minimal
Nebraska,2014,8,1,Minimal
Nebraska,2014,9,1,Minimal
Nebraska,2012,11,1,Minimal
Nebraska,2012,12,1,Minimal
Nebraska,2013,1,10,High
Nebraska,2013,2,10,High
Nebraska,2013,3,4,Low
Nebraska,2013,3,1,Minimal
Nebraska,2013,5,1,Minimal
Nebraska,2013,6,1,Minimal
Nebraska,2013,6,1,Minimal
Nebraska,2013,8,1,Minimal
Nebraska,2013,8,1,Minimal
Nebraska,2013,9,1,Minimal
Nebraska,2011,11,1,Minimal
Nebraska,2011,12,1,Minimal
Nebraska,2012,1,1,Minimal
Nebraska,2012,2,3,Minimal
Nebraska,2012,3,3,Minimal
Nebraska,2012,3,1,Minimal
Nebraska,2012,5,1,Minimal
Nebraska,2012,6,1,Minimal
Nebraska,2012,6,1,Minimal
Nebraska,2012,8,1,Minimal
Nebraska,2012,9,1,Minimal
Nebraska,2012,9,1,Minimal
Nebraska,2010,11,1,Minimal
Nebraska,2010,12,1,Minimal
Nebraska,2011,1,1,Minimal
Nebraska,2011,2,7,Moderate
Nebraska,2011,3,10,High
Nebraska,2011,4,1,Minimal
Nebraska,2011,5,1,Minimal
Nebraska,2011,6,1,Minimal
Nebraska,2011,7,1,Minimal
Nebraska,2011,8,1,Minimal
Nebraska,2011,9,1,Minimal
Nebraska,2011,10,1,Minimal
Nebraska,2009,9,1,Minimal
Nebraska,2009,10,6,Moderate
Nebraska,2009,11,10,High
Nebraska,2009,12,6,Moderate
Nebraska,2010,1,3,Minimal
Nebraska,2010,2,2,Minimal
Nebraska,2010,3,1,Minimal
Nebraska,2010,4,4,Low
Nebraska,2010,5,1,Minimal
Nebraska,2010,6,1,Minimal
Nebraska,2010,7,1,Minimal
Nebraska,2010,8,1,Minimal
Nebraska,2010,9,1,Minimal
Nebraska,2010,10,1,Minimal
Nebraska,2009,1,1,Minimal
Nebraska,2009,2,1,Minimal
Nebraska,2009,3,1,Minimal
Nebraska,2009,4,1,Minimal
Nebraska,2009,5,1,Minimal
Nebraska,2009,6,1,Minimal
Nebraska,2009,7,1,Minimal
Nebraska,2009,8,1,Minimal
Nebraska,2009,7,1,Minimal
Nebraska,2009,8,1,Minimal
Nevada,2015,11,1,Minimal
Nevada,2015,12,2,Minimal
Nevada,2014,11,1,Minimal
Nevada,2014,12,2,Minimal
Nevada,2015,1,10,High
Nevada,2015,2,6,Moderate
Nevada,2015,3,2,Minimal
Nevada,2015,4,2,Minimal
Nevada,2015,5,1,Minimal
Nevada,2015,6,1,Minimal
Nevada,2015,7,1,Minimal
Nevada,2015,8,1,Minimal
Nevada,2015,9,1,Minimal
Nevada,2015,10,1,Minimal
Nevada,2013,11,1,Minimal
Nevada,2013,12,3,Minimal
Nevada,2014,1,9,High
Nevada,2014,2,5,Low
Nevada,2014,3,2,Minimal
Nevada,2014,3,1,Minimal
Nevada,2014,5,1,Minimal
Nevada,2014,5,1,Minimal
Nevada,2014,6,1,Minimal
Nevada,2014,8,1,Minimal
Nevada,2014,8,1,Minimal
Nevada,2014,9,1,Minimal
Nevada,2012,11,1,Minimal
Nevada,2012,12,1,Minimal
Nevada,2013,1,4,Low
Nevada,2013,2,6,Moderate
Nevada,2013,3,7,Moderate
Nevada,2013,3,3,Minimal
Nevada,2013,5,1,Minimal
Nevada,2013,6,1,Minimal
Nevada,2013,6,1,Minimal
Nevada,2013,8,1,Minimal
Nevada,2013,8,1,Minimal
Nevada,2013,9,1,Minimal
Nevada,2011,11,1,Minimal
Nevada,2011,12,1,Minimal
Nevada,2012,1,1,Minimal
Nevada,2012,2,2,Minimal
Nevada,2012,3,3,Minimal
Nevada,2012,3,2,Minimal
Nevada,2012,5,1,Minimal
Nevada,2012,6,1,Minimal
Nevada,2012,6,1,Minimal
Nevada,2012,8,1,Minimal
Nevada,2012,9,1,Minimal
Nevada,2012,9,1,Minimal
Nevada,2010,11,1,Minimal
Nevada,2010,12,3,Minimal
Nevada,2011,1,5,Low
Nevada,2011,2,7,Moderate
Nevada,2011,3,7,Moderate
Nevada,2011,4,2,Minimal
Nevada,2011,5,1,Minimal
Nevada,2011,6,1,Minimal
Nevada,2011,7,1,Minimal
Nevada,2011,8,1,Minimal
Nevada,2011,9,1,Minimal
Nevada,2011,10,1,Minimal
Nevada,2009,9,3,Minimal
Nevada,2009,10,9,High
Nevada,2009,11,4,Low
Nevada,2009,12,1,Minimal
Nevada,2010,1,1,Minimal
Nevada,2010,2,1,Minimal
Nevada,2010,3,1,Minimal
Nevada,2010,4,1,Minimal
Nevada,2010,5,1,Minimal
Nevada,2010,6,1,Minimal
Nevada,2010,7,1,Minimal
Nevada,2010,8,1,Minimal
Nevada,2010,9,1,Minimal
Nevada,2010,10,1,Minimal
Nevada,2009,1,2,Minimal
Nevada,2009,2,5,Low
Nevada,2009,3,5,Low
Nevada,2009,4,3,Minimal
Nevada,2009,5,3,Minimal
Nevada,2009,6,1,Minimal
Nevada,2009,7,1,Minimal
Nevada,2009,8,1,Minimal
Nevada,2009,7,1,Minimal
Nevada,2009,8,1,Minimal
New Hampshire,2015,11,1,Minimal
New Hampshire,2015,12,1,Minimal
New Hampshire,2014,11,1,Minimal
New Hampshire,2014,12,1,Minimal
New Hampshire,2015,1,1,Minimal
New Hampshire,2015,2,4,Low
New Hampshire,2015,3,1,Minimal
New Hampshire,2015,4,1,Minimal
New Hampshire,2015,5,1,Minimal
New Hampshire,2015,6,1,Minimal
New Hampshire,2015,7,1,Minimal
New Hampshire,2015,8,1,Minimal
New Hampshire,2015,9,1,Minimal
New Hampshire,2015,10,1,Minimal
New Hampshire,2013,11,1,Minimal
New Hampshire,2013,12,1,Minimal
New Hampshire,2014,1,1,Minimal
New Hampshire,2014,2,1,Minimal
New Hampshire,2014,3,1,Minimal
New Hampshire,2014,3,1,Minimal
New Hampshire,2014,5,1,Minimal
New Hampshire,2014,5,1,Minimal
New Hampshire,2014,6,1,Minimal
New Hampshire,2014,8,1,Minimal
New Hampshire,2014,8,1,Minimal
New Hampshire,2014,9,1,Minimal
New Hampshire,2012,11,1,Minimal
New Hampshire,2012,12,1,Minimal
New Hampshire,2013,1,5,Low
New Hampshire,2013,2,1,Minimal
New Hampshire,2013,3,1,Minimal
New Hampshire,2013,3,1,Minimal
New Hampshire,2013,5,1,Minimal
New Hampshire,2013,6,1,Minimal
New Hampshire,2013,6,1,Minimal
New Hampshire,2013,8,1,Minimal
New Hampshire,2013,8,1,Minimal
New Hampshire,2013,9,1,Minimal
New Hampshire,2011,11,1,Minimal
New Hampshire,2011,12,1,Minimal
New Hampshire,2012,1,1,Minimal
New Hampshire,2012,2,1,Minimal
New Hampshire,2012,3,1,Minimal
New Hampshire,2012,3,1,Minimal
New Hampshire,2012,5,1,Minimal
New Hampshire,2012,6,1,Minimal
New Hampshire,2012,6,1,Minimal
New Hampshire,2012,8,1,Minimal
New Hampshire,2012,9,1,Minimal
New Hampshire,2012,9,1,Minimal
New Hampshire,2010,11,1,Minimal
New Hampshire,2010,12,1,Minimal
New Hampshire,2011,1,1,Minimal
New Hampshire,2011,2,1,Minimal
New Hampshire,2011,3,1,Minimal
New Hampshire,2011,4,1,Minimal
New Hampshire,2011,5,1,Minimal
New Hampshire,2011,6,1,Minimal
New Hampshire,2011,7,1,Minimal
New Hampshire,2011,8,1,Minimal
New Hampshire,2011,9,1,Minimal
New Hampshire,2011,10,1,Minimal
New Hampshire,2009,9,1,Minimal
New Hampshire,2009,10,1,Minimal
New Hampshire,2009,11,10,High
New Hampshire,2009,12,1,Minimal
New Hampshire,2010,1,1,Minimal
New Hampshire,2010,2,1,Minimal
New Hampshire,2010,3,1,Minimal
New Hampshire,2010,4,1,Minimal
New Hampshire,2010,5,1,Minimal
New Hampshire,2010,6,1,Minimal
New Hampshire,2010,7,1,Minimal
New Hampshire,2010,8,1,Minimal
New Hampshire,2010,9,1,Minimal
New Hampshire,2010,10,1,Minimal
New Hampshire,2009,1,1,Minimal
New Hampshire,2009,2,1,Minimal
New Hampshire,2009,3,1,Minimal
New Hampshire,2009,4,1,Minimal
New Hampshire,2009,5,1,Minimal
New Hampshire,2009,6,1,Minimal
New Hampshire,2009,7,1,Minimal
New Hampshire,2009,8,1,Minimal
New Hampshire,2009,7,1,Minimal
New Hampshire,2009,8,1,Minimal
New Jersey,2015,11,1,Minimal
New Jersey,2015,12,1,Minimal
New Jersey,2014,11,1,Minimal
New Jersey,2014,12,2,Minimal
New Jersey,2015,1,6,Moderate
New Jersey,2015,2,6,Moderate
New Jersey,2015,3,3,Minimal
New Jersey,2015,4,1,Minimal
New Jersey,2015,5,1,Minimal
New Jersey,2015,6,1,Minimal
New Jersey,2015,7,1,Minimal
New Jersey,2015,8,1,Minimal
New Jersey,2015,9,1,Minimal
New Jersey,2015,10,1,Minimal
New Jersey,2013,11,1,Minimal
New Jersey,2013,12,1,Minimal
New Jersey,2014,1,7,Moderate
New Jersey,2014,2,6,Moderate
New Jersey,2014,3,4,Low
New Jersey,2014,3,5,Low
New Jersey,2014,5,2,Minimal
New Jersey,2014,5,3,Minimal
New Jersey,2014,6,1,Minimal
New Jersey,2014,8,1,Minimal
New Jersey,2014,8,1,Minimal
New Jersey,2014,9,2,Minimal
New Jersey,2012,11,1,Minimal
New Jersey,2012,12,3,Minimal
New Jersey,2013,1,10,High
New Jersey,2013,2,10,High
New Jersey,2013,3,4,Low
New Jersey,2013,3,5,Low
New Jersey,2013,5,2,Minimal
New Jersey,2013,6,1,Minimal
New Jersey,2013,6,2,Minimal
New Jersey,2013,8,1,Minimal
New Jersey,2013,8,1,Minimal
New Jersey,2013,9,1,Minimal
New Jersey,2011,11,1,Minimal
New Jersey,2011,12,1,Minimal
New Jersey,2012,1,1,Minimal
New Jersey,2012,2,1,Minimal
New Jersey,2012,3,1,Minimal
New Jersey,2012,3,1,Minimal
New Jersey,2012,5,1,Minimal
New Jersey,2012,6,1,Minimal
New Jersey,2012,6,1,Minimal
New Jersey,2012,8,1,Minimal
New Jersey,2012,9,1,Minimal
New Jersey,2012,9,1,Minimal
New Jersey,2010,11,1,Minimal
New Jersey,2010,12,1,Minimal
New Jersey,2011,1,4,Low
New Jersey,2011,2,9,High
New Jersey,2011,3,9,High
New Jersey,2011,4,5,Low
New Jersey,2011,5,1,Minimal
New Jersey,2011,6,1,Minimal
New Jersey,2011,7,1,Minimal
New Jersey,2011,8,1,Minimal
New Jersey,2011,9,1,Minimal
New Jersey,2011,10,1,Minimal
New Jersey,2009,9,1,Minimal
New Jersey,2009,10,1,Minimal
New Jersey,2009,11,10,High
New Jersey,2009,12,6,Moderate
New Jersey,2010,1,1,Minimal
New Jersey,2010,2,1,Minimal
New Jersey,2010,3,1,Minimal
New Jersey,2010,4,1,Minimal
New Jersey,2010,5,1,Minimal
New Jersey,2010,6,1,Minimal
New Jersey,2010,7,1,Minimal
New Jersey,2010,8,2,Minimal
New Jersey,2010,9,1,Minimal
New Jersey,2010,10,1,Minimal
New Jersey,2009,1,1,Minimal
New Jersey,2009,2,5,Low
New Jersey,2009,3,5,Low
New Jersey,2009,4,1,Minimal
New Jersey,2009,5,1,Minimal
New Jersey,2009,6,1,Minimal
New Jersey,2009,7,7,Moderate
New Jersey,2009,8,1,Minimal
New Jersey,2009,7,7,Moderate
New Jersey,2009,8,1,Minimal
New Mexico,2015,11,1,Minimal
New Mexico,2015,12,1,Minimal
New Mexico,2014,11,1,Minimal
New Mexico,2014,12,1,Minimal
New Mexico,2015,1,7,Moderate
New Mexico,2015,2,5,Low
New Mexico,2015,3,2,Minimal
