State,Year,Month,ActivityLevel
New Hampshire,2014,5,1
New Hampshire,2014,6,1
New Hampshire,2014,8,1
New Hampshire,2014,8,1
New Hampshire,2014,9,1
New Hampshire,2012,11,1
New Hampshire,2012,12,1
New Hampshire,2013,1,5
New Hampshire,2013,2,1
New Hampshire,2013,3,1
New Hampshire,2013,3,1
New Hampshire,2013,5,1
New Hampshire,2013,6,1
New Hampshire,2013,6,1
New Hampshire,2013,8,1
New Hampshire,2013,8,1
New Hampshire,2013,9,1
New Hampshire,2011,11,1
New Hampshire,2011,12,1
New Hampshire,2012,1,1
New Hampshire,2012,2,1
New Hampshire,2012,3,1
New Hampshire,2012,3,1
New Hampshire,2012,5,1
New Hampshire,2012,6,1
New Hampshire,2012,6,1
New Hampshire,2012,8,1
New Hampshire,2012,9,1
New Hampshire,2012,9,1
New Hampshire,2010,11,1
New Hampshire,2010,12,1
New Hampshire,2011,1,1
New Hampshire,2011,2,1
New Hampshire,2011,3,1
New Hampshire,2011,4,1
New Hampshire,2011,5,1
New Hampshire,2011,6,1
New Hampshire,2011,7,1
New Hampshire,2011,8,1
New Hampshire,2011,9,1
New Hampshire,2011,10,1
New Hampshire,2009,9,1
New Hampshire,2009,10,1
New Hampshire,2009,11,10
New Hampshire,2009,12,1
New Hampshire,2010,1,1
New Hampshire,2010,2,1
New Hampshire,2010,3,1
New Hampshire,2010,4,1
New Hampshire,2010,5,1
New Hampshire,2010,6,1
New Hampshire,2010,7,1
New Hampshire,2010,8,1
New Hampshire,2010,9,1
New Hampshire,2010,10,1
New Hampshire,2009,1,1
New Hampshire,2009,2,1
New Hampshire,2009,3,1
New Hampshire,2009,4,1
New Hampshire,2009,5,1
New Hampshire,2009,6,1
New Hampshire,2009,7,1
New Hampshire,2009,8,1
New Hampshire,2009,7,1
New Hampshire,2009,8,1
New Jersey,2015,11,1
New Jersey,2015,12,1
New Jersey,2014,11,1
New Jersey,2014,12,2
New Jersey,2015,1,6
New Jersey,2015,2,6
New Jersey,2015,3,3
New Jersey,2015,4,1
New Jersey,2015,5,1
New Jersey,2015,6,1
New Jersey,2015,7,1
New Jersey,2015,8,1
New Jersey,2015,9,1
New Jersey,2015,10,1
New Jersey,2013,11,1
New Jersey,2013,12,1
New Jersey,2014,1,7
New Jersey,2014,2,6
New Jersey,2014,3,4
New Jersey,2014,3,5
New Jersey,2014,5,2
New Jersey,2014,5,3
New Jersey,2014,6,1
New Jersey,2014,8,1
New Jersey,2014,8,1
New Jersey,2014,9,2
New Jersey,2012,11,1
New Jersey,2012,12,3
New Jersey,2013,1,10
New Jersey,2013,2,10
New Jersey,2013,3,4
New Jersey,2013,3,5
New Jersey,2013,5,2
New Jersey,2013,6,1
New Jersey,2013,6,2
New Jersey,2013,8,1
New Jersey,2013,8,1
New Jersey,2013,9,1
New Jersey,2011,11,1
New Jersey,2011,12,1
New Jersey,2012,1,1
New Jersey,2012,2,1
New Jersey,2012,3,1
New Jersey,2012,3,1
New Jersey,2012,5,1
New Jersey,2012,6,1
New Jersey,2012,6,1
New Jersey,2012,8,1
New Jersey,2012,9,1
New Jersey,2012,9,1
New Jersey,2010,11,1
New Jersey,2010,12,1
New Jersey,2011,1,4
New Jersey,2011,2,9
New Jersey,2011,3,9
New Jersey,2011,4,5
New Jersey,2011,5,1
New Jersey,2011,6,1
New Jersey,2011,7,1
New Jersey,2011,8,1
New Jersey,2011,9,1
New Jersey,2011,10,1
New Jersey,2009,9,1
New Jersey,2009,10,1
New Jersey,2009,11,10
New Jersey,2009,12,6
New Jersey,2010,1,1
New Jersey,2010,2,1
New Jersey,2010,3,1
New Jersey,2010,4,1
New Jersey,2010,5,1
New Jersey,2010,6,1
New Jersey,2010,7,1
New Jersey,2010,8,2
New Jersey,2010,9,1
New Jersey,2010,10,1
New Jersey,2009,1,1
New Jersey,2009,2,5
New Jersey,2009,3,5
New Jersey,2009,4,1
New Jersey,2009,5,1
New Jersey,2009,6,1
New Jersey,2009,7,7
New Jersey,2009,8,1
New Jersey,2009,7,7
New Jersey,2009,8,1
New Mexico,2015,11,1
New Mexico,2015,12,1
New Mexico,2014,11,1
New Mexico,2014,12,1
New Mexico,2015,1,7
New Mexico,2015,2,5
New Mexico,2015,3,2
New Mexico,2015,4,1
New Mexico,2015,5,1
New Mexico,2015,6,1
New Mexico,2015,7,1
New Mexico,2015,8,1
New Mexico,2015,9,0
New Mexico,2015,10,1
New Mexico,2013,11,1
New Mexico,2013,12,1
New Mexico,2014,1,10
New Mexico,2014,2,7
New Mexico,2014,3,1
New Mexico,2014,3,1
New Mexico,2014,5,1
New Mexico,2014,5,1
New Mexico,2014,6,1
New Mexico,2014,8,1
New Mexico,2014,8,1
New Mexico,2014,9,1
New Mexico,2012,11,1
New Mexico,2012,12,1
New Mexico,2013,1,8
New Mexico,2013,2,7
New Mexico,2013,3,1
New Mexico,2013,3,1
New Mexico,2013,5,1
New Mexico,2013,6,1
New Mexico,2013,6,1
New Mexico,2013,8,1
New Mexico,2013,8,1
New Mexico,2013,9,1
New Mexico,2011,11,1
New Mexico,2011,12,1
New Mexico,2012,1,1
New Mexico,2012,2,1
New Mexico,2012,3,4
New Mexico,2012,3,1
New Mexico,2012,5,1
New Mexico,2012,6,1
New Mexico,2012,6,1
New Mexico,2012,8,1
New Mexico,2012,9,1
New Mexico,2012,9,1
New Mexico,2010,11,2
New Mexico,2010,12,1
New Mexico,2011,1,3
New Mexico,2011,2,10
New Mexico,2011,3,8
New Mexico,2011,4,2
New Mexico,2011,5,1
New Mexico,2011,6,1
New Mexico,2011,7,1
New Mexico,2011,8,1
New Mexico,2011,9,1
New Mexico,2011,10,1
New Mexico,2009,9,5
New Mexico,2009,10,10
New Mexico,2009,11,10
New Mexico,2009,12,6
New Mexico,2010,1,5
New Mexico,2010,2,10
New Mexico,2010,3,6
New Mexico,2010,4,3
New Mexico,2010,5,2
New Mexico,2010,6,3
New Mexico,2010,7,1
New Mexico,2010,8,1
New Mexico,2010,9,2
New Mexico,2010,10,4
New Mexico,2009,1,1
New Mexico,2009,2,1
New Mexico,2009,3,4
New Mexico,2009,4,1
New Mexico,2009,5,5
New Mexico,2009,6,1
New Mexico,2009,7,1
New Mexico,2009,8,1
New Mexico,2009,7,1
New Mexico,2009,8,1
New York,2015,11,1
New York,2015,12,1
New York,2014,11,1
New York,2014,12,1
New York,2015,1,3
New York,2015,2,10
New York,2015,3,4
New York,2015,4,3
New York,2015,5,1
New York,2015,6,1
New York,2015,7,1
New York,2015,8,1
New York,2015,9,1
New York,2015,10,0
New York,2013,11,1
New York,2013,12,1
New York,2014,1,4
New York,2014,2,5
New York,2014,3,1
New York,2014,3,3
New York,2014,5,1
New York,2014,5,1
New York,2014,6,1
New York,2014,8,1
New York,2014,8,1
New York,2014,9,1
New York,2012,11,1
New York,2012,12,1
New York,2013,1,6
New York,2013,2,4
New York,2013,3,3
New York,2013,3,1
New York,2013,5,1
New York,2013,6,1
New York,2013,6,1
New York,2013,8,1
New York,2013,8,1
New York,2013,9,1
New York,2011,11,1
New York,2011,12,1
New York,2012,1,1
New York,2012,2,1
New York,2012,3,1
New York,2012,3,1
New York,2012,5,1
New York,2012,6,1
New York,2012,6,1
New York,2012,8,1
New York,2012,9,1
New York,2012,9,1
New York,2010,11,1
New York,2010,12,1
New York,2011,1,1
New York,2011,2,5
New York,2011,3,2
New York,2011,4,1
New York,2011,5,1
New York,2011,6,1
New York,2011,7,1
New York,2011,8,1
New York,2011,9,1
New York,2011,10,1
New York,2009,9,9
New York,2009,10,5
New York,2009,11,10
New York,2009,12,1
New York,2010,1,1
New York,2010,2,1
New York,2010,3,1
New York,2010,4,1
New York,2010,5,1
New York,2010,6,1
New York,2010,7,1
New York,2010,8,1
New York,2010,9,1
New York,2010,10,1
New York,2009,1,1
New York,2009,2,1
New York,2009,3,6
New York,2009,4,2
New York,2009,5,1
New York,2009,6,1
New York,2009,7,1
New York,2009,8,1
New York,2009,7,1
New York,2009,8,1
North Carolina,2015,11,1
North Carolina,2015,12,1
North Carolina,2014,11,1
North Carolina,2014,12,2
North Carolina,2015,1,8
North Carolina,2015,2,6
North Carolina,2015,3,3
North Carolina,2015,4,1
North Carolina,2015,5,1
North Carolina,2015,6,1
North Carolina,2015,7,1
North Carolina,2015,8,1
North Carolina,2015,9,1
North Carolina,2015,10,1
North Carolina,2013,11,1
North Carolina,2013,12,1
North Carolina,2014,1,8
North Carolina,2014,2,6
North Carolina,2014,3,1
North Carolina,2014,3,1
North Carolina,2014,5,1
North Carolina,2014,5,1
North Carolina,2014,6,1
North Carolina,2014,8,1
North Carolina,2014,8,1
North Carolina,2014,9,1
North Carolina,2012,11,1
North Carolina,2012,12,10
North Carolina,2013,1,10
North Carolina,2013,2,4
North Carolina,2013,3,1
North Carolina,2013,3,2
North Carolina,2013,5,1
North Carolina,2013,6,1
North Carolina,2013,6,1
North Carolina,2013,8,1
North Carolina,2013,8,1
North Carolina,2013,9,1
North Carolina,2011,11,1
North Carolina,2011,12,1
North Carolina,2012,1,1
North Carolina,2012,2,1
North Carolina,2012,3,2
North Carolina,2012,3,1
North Carolina,2012,5,1
North Carolina,2012,6,1
North Carolina,2012,6,1
North Carolina,2012,8,1
North Carolina,2012,9,1
North Carolina,2012,9,1
North Carolina,2010,11,1
North Carolina,2010,12,1
North Carolina,2011,1,1
North Carolina,2011,2,10
North Carolina,2011,3,3
North Carolina,2011,4,1
North Carolina,2011,5,1
North Carolina,2011,6,1
North Carolina,2011,7,1
North Carolina,2011,8,1
North Carolina,2011,9,1
North Carolina,2011,10,1
North Carolina,2009,9,10
North Carolina,2009,10,10
North Carolina,2009,11,5
North Carolina,2009,12,1
North Carolina,2010,1,1
North Carolina,2010,2,1
North Carolina,2010,3,1
North Carolina,2010,4,1
North Carolina,2010,5,1
North Carolina,2010,6,1
North Carolina,2010,7,1
North Carolina,2010,8,1
North Carolina,2010,9,1
North Carolina,2010,10,1
North Carolina,2009,1,1
North Carolina,2009,2,2
North Carolina,2009,3,3
North Carolina,2009,4,1
North Carolina,2009,5,1
North Carolina,2009,6,1
North Carolina,2009,7,1
North Carolina,2009,8,1
North Carolina,2009,7,1
North Carolina,2009,8,1
North Dakota,2015,11,1
North Dakota,2015,12,1
North Dakota,2014,11,1
North Dakota,2014,12,1
North Dakota,2015,1,5
North Dakota,2015,2,4
North Dakota,2015,3,1
North Dakota,2015,4,1
North Dakota,2015,5,1
North Dakota,2015,6,1
North Dakota,2015,7,1
North Dakota,2015,8,1
North Dakota,2015,9,1
North Dakota,2015,10,1
North Dakota,2013,11,1
North Dakota,2013,12,1
North Dakota,2014,1,3
North Dakota,2014,2,1
North Dakota,2014,3,1
North Dakota,2014,3,1
North Dakota,2014,5,1
North Dakota,2014,5,1
North Dakota,2014,6,1
North Dakota,2014,8,1
North Dakota,2014,8,0
North Dakota,2014,9,0
North Dakota,2012,11,1
North Dakota,2012,12,1
North Dakota,2013,1,8
North Dakota,2013,2,4
North Dakota,2013,3,2
North Dakota,2013,3,1
North Dakota,2013,5,1
North Dakota,2013,6,1
North Dakota,2013,6,1
North Dakota,2013,8,1
North Dakota,2013,8,0
North Dakota,2013,9,0
North Dakota,2011,11,1
North Dakota,2011,12,1
North Dakota,2012,1,1
North Dakota,2012,2,1
North Dakota,2012,3,1
North Dakota,2012,3,1
North Dakota,2012,5,1
North Dakota,2012,6,1
North Dakota,2012,6,1
North Dakota,2012,8,1
North Dakota,2012,9,1
North Dakota,2012,9,1
North Dakota,2010,11,1
North Dakota,2010,12,1
North Dakota,2011,1,1
North Dakota,2011,2,1
North Dakota,2011,3,6
North Dakota,2011,4,1
North Dakota,2011,5,1
North Dakota,2011,6,1
North Dakota,2011,7,1
North Dakota,2011,8,1
North Dakota,2011,9,1
North Dakota,2011,10,1
North Dakota,2009,9,2
North Dakota,2009,10,5
North Dakota,2009,11,10
North Dakota,2009,12,2
North Dakota,2010,1,1
North Dakota,2010,2,3
North Dakota,2010,3,3
North Dakota,2010,4,3
North Dakota,2010,5,2
North Dakota,2010,6,3
North Dakota,2010,7,1
North Dakota,2010,8,1
North Dakota,2010,9,1
North Dakota,2010,10,1
North Dakota,2009,1,1
North Dakota,2009,2,4
North Dakota,2009,3,7
North Dakota,2009,4,4
North Dakota,2009,5,4
North Dakota,2009,6,4
North Dakota,2009,7,1
North Dakota,2009,8,1
North Dakota,2009,7,1
North Dakota,2009,8,1
Ohio,2015,11,1
Ohio,2015,12,1
Ohio,2014,11,1
Ohio,2014,12,1
Ohio,2015,1,7
Ohio,2015,2,1
Ohio,2015,3,1
Ohio,2015,4,1
Ohio,2015,5,1
Ohio,2015,6,1
Ohio,2015,7,1
Ohio,2015,8,1
Ohio,2015,9,1
Ohio,2015,10,1
Ohio,2013,11,1
Ohio,2013,12,1
Ohio,2014,1,4
Ohio,2014,2,2
Ohio,2014,3,1
Ohio,2014,3,1
Ohio,2014,5,1
Ohio,2014,5,1
Ohio,2014,6,1
Ohio,2014,8,1
Ohio,2014,8,1
Ohio,2014,9,1
Ohio,2012,11,1
Ohio,2012,12,5
Ohio,2013,1,9
Ohio,2013,2,4
Ohio,2013,3,3
Ohio,2013,3,1
Ohio,2013,5,1
Ohio,2013,6,1
Ohio,2013,6,1
Ohio,2013,8,1
Ohio,2013,8,1
Ohio,2013,9,1
Ohio,2011,11,1
Ohio,2011,12,1
Ohio,2012,1,1
Ohio,2012,2,1
Ohio,2012,3,1
Ohio,2012,3,1
Ohio,2012,5,1
Ohio,2012,6,1
Ohio,2012,6,1
Ohio,2012,8,1
Ohio,2012,9,1
Ohio,2012,9,1
Ohio,2010,11,1
Ohio,2010,12,1
Ohio,2011,1,1
Ohio,2011,2,7
Ohio,2011,3,2
Ohio,2011,4,1
Ohio,2011,5,1
Ohio,2011,6,1
Ohio,2011,7,1
Ohio,2011,8,1
Ohio,2011,9,1
Ohio,2011,10,1
Ohio,2009,9,1
Ohio,2009,10,1
Ohio,2009,11,10
Ohio,2009,12,1
Ohio,2010,1,1
Ohio,2010,2,1
Ohio,2010,3,1
Ohio,2010,4,1
Ohio,2010,5,1
Ohio,2010,6,1
Ohio,2010,7,1
Ohio,2010,8,1
Ohio,2010,9,1
Ohio,2010,10,1
Ohio,2009,1,1
Ohio,2009,2,1
Ohio,2009,3,1
Ohio,2009,4,1
Ohio,2009,5,1
Ohio,2009,6,1
Ohio,2009,7,1
Ohio,2009,8,1
Ohio,2009,7,1
Ohio,2009,8,1
Oklahoma,2015,11,1
Oklahoma,2015,12,3
Oklahoma,2014,11,1
Oklahoma,2014,12,1
Oklahoma,2015,1,10
Oklahoma,2015,2,10
Oklahoma,2015,3,9
Oklahoma,2015,4,5
Oklahoma,2015,5,1
Oklahoma,2015,6,1
Oklahoma,2015,7,1
Oklahoma,2015,8,1
Oklahoma,2015,9,1
Oklahoma,2015,10,1
Oklahoma,2013,11,1
Oklahoma,2013,12,5
Oklahoma,2014,1,10
Oklahoma,2014,2,10
Oklahoma,2014,3,5
Oklahoma,2014,3,1
Oklahoma,2014,5,1
Oklahoma,2014,5,1
Oklahoma,2014,6,1
Oklahoma,2014,8,1
Oklahoma,2014,8,1
Oklahoma,2014,9,1
Oklahoma,2012,11,1
Oklahoma,2012,12,1
Oklahoma,2013,1,8
Oklahoma,2013,2,10
Oklahoma,2013,3,1
Oklahoma,2013,3,1
Oklahoma,2013,5,1
Oklahoma,2013,6,1
Oklahoma,2013,6,1
Oklahoma,2013,8,1
Oklahoma,2013,8,1
Oklahoma,2013,9,1
Oklahoma,2011,11,1
Oklahoma,2011,12,1
Oklahoma,2012,1,1
Oklahoma,2012,2,1
Oklahoma,2012,3,8
Oklahoma,2012,3,1
Oklahoma,2012,5,1
Oklahoma,2012,6,1
Oklahoma,2012,6,1
Oklahoma,2012,8,1
Oklahoma,2012,9,1
Oklahoma,2012,9,1
Oklahoma,2010,11,1
Oklahoma,2010,12,1
Oklahoma,2011,1,3
Oklahoma,2011,2,10
Oklahoma,2011,3,7
Oklahoma,2011,4,1
Oklahoma,2011,5,1
Oklahoma,2011,6,1
Oklahoma,2011,7,1
Oklahoma,2011,8,1
Oklahoma,2011,9,1
Oklahoma,2011,10,1
Oklahoma,2009,9,6
Oklahoma,2009,10,10
Oklahoma,2009,11,10
Oklahoma,2009,12,2
Oklahoma,2010,1,1
Oklahoma,2010,2,1
Oklahoma,2010,3,1
Oklahoma,2010,4,1
Oklahoma,2010,5,1
Oklahoma,2010,6,1
Oklahoma,2010,7,1
Oklahoma,2010,8,1
Oklahoma,2010,9,1
Oklahoma,2010,10,1
Oklahoma,2009,1,1
Oklahoma,2009,2,1
Oklahoma,2009,3,5
Oklahoma,2009,4,1
Oklahoma,2009,5,1
Oklahoma,2009,6,1
Oklahoma,2009,7,1
Oklahoma,2009,8,1
Oklahoma,2009,7,1
Oklahoma,2009,8,1
Oregon,2015,11,1
Oregon,2015,12,1
Oregon,2014,11,1
Oregon,2014,12,1
Oregon,2015,1,1
Oregon,2015,2,1
Oregon,2015,3,1
Oregon,2015,4,1
Oregon,2015,5,1
Oregon,2015,6,1
Oregon,2015,7,1
Oregon,2015,8,1
Oregon,2015,9,1
Oregon,2015,10,1
Oregon,2013,11,1
Oregon,2013,12,1
Oregon,2014,1,8
Oregon,2014,2,1
Oregon,2014,3,1
Oregon,2014,3,1
Oregon,2014,5,1
Oregon,2014,5,1
Oregon,2014,6,1
Oregon,2014,8,1
Oregon,2014,8,1
Oregon,2014,9,1
Oregon,2012,11,1
Oregon,2012,12,1
Oregon,2013,1,6
Oregon,2013,2,8
Oregon,2013,3,4
Oregon,2013,3,1
Oregon,2013,5,1
Oregon,2013,6,1
Oregon,2013,6,1
Oregon,2013,8,1
Oregon,2013,8,1
Oregon,2013,9,1
Oregon,2011,11,1
Oregon,2011,12,1
Oregon,2012,1,1
Oregon,2012,2,1
Oregon,2012,3,1
Oregon,2012,3,1
Oregon,2012,5,1
Oregon,2012,6,1
Oregon,2012,6,1
Oregon,2012,8,1
Oregon,2012,9,1
Oregon,2012,9,1
Oregon,2010,11,1
Oregon,2010,12,1
Oregon,2011,1,1
Oregon,2011,2,2
Oregon,2011,3,2
Oregon,2011,4,1
Oregon,2011,5,1
Oregon,2011,6,1
Oregon,2011,7,1
Oregon,2011,8,1
Oregon,2011,9,1
Oregon,2011,10,1
Oregon,2009,9,1
Oregon,2009,10,7
Oregon,2009,11,9
Oregon,2009,12,1
Oregon,2010,1,1
Oregon,2010,2,1
Oregon,2010,3,1
Oregon,2010,4,1
Oregon,2010,5,1
Oregon,2010,6,1
Oregon,2010,7,1
Oregon,2010,8,1
Oregon,2010,9,0
Oregon,2010,10,1
Oregon,2009,1,1
Oregon,2009,2,2
Oregon,2009,3,7
Oregon,2009,4,1
Oregon,2009,5,2
Oregon,2009,6,1
Oregon,2009,7,1
Oregon,2009,8,1
Oregon,2009,7,1
Oregon,2009,8,1
Pennsylvania,2015,11,1
Pennsylvania,2015,12,2
Pennsylvania,2014,11,1
Pennsylvania,2014,12,2
Pennsylvania,2015,1,9
Pennsylvania,2015,2,9
Pennsylvania,2015,3,4
Pennsylvania,2015,4,2
Pennsylvania,2015,5,1
Pennsylvania,2015,6,1
Pennsylvania,2015,7,1
Pennsylvania,2015,8,1
Pennsylvania,2015,9,1
Pennsylvania,2015,10,1
Pennsylvania,2013,11,1
Pennsylvania,2013,12,1
Pennsylvania,2014,1,5
Pennsylvania,2014,2,5
Pennsylvania,2014,3,1
Pennsylvania,2014,3,1
Pennsylvania,2014,5,1
Pennsylvania,2014,5,1
Pennsylvania,2014,6,1
Pennsylvania,2014,8,1
Pennsylvania,2014,8,1
Pennsylvania,2014,9,1
Pennsylvania,2012,11,1
Pennsylvania,2012,12,1
Pennsylvania,2013,1,3
Pennsylvania,2013,2,1
Pennsylvania,2013,3,1
Pennsylvania,2013,3,1
Pennsylvania,2013,5,1
Pennsylvania,2013,6,1
Pennsylvania,2013,6,1
Pennsylvania,2013,8,1
Pennsylvania,2013,8,1
Pennsylvania,2013,9,1
Pennsylvania,2011,11,1
Pennsylvania,2011,12,1
Pennsylvania,2012,1,1
Pennsylvania,2012,2,1
Pennsylvania,2012,3,1
Pennsylvania,2012,3,1
Pennsylvania,2012,5,1
Pennsylvania,2012,6,1
Pennsylvania,2012,6,1
Pennsylvania,2012,8,1
Pennsylvania,2012,9,1
Pennsylvania,2012,9,1
Pennsylvania,2010,11,1
Pennsylvania,2010,12,1
Pennsylvania,2011,1,1
Pennsylvania,2011,2,8
Pennsylvania,2011,3,3
Pennsylvania,2011,4,1
Pennsylvania,2011,5,1
Pennsylvania,2011,6,1
Pennsylvania,2011,7,1
Pennsylvania,2011,8,1
Pennsylvania,2011,9,1
Pennsylvania,2011,10,1
Pennsylvania,2009,9,1
Pennsylvania,2009,10,6
Pennsylvania,2009,11,10
Pennsylvania,2009,12,1
Pennsylvania,2010,1,1
Pennsylvania,2010,2,1
Pennsylvania,2010,3,1
Pennsylvania,2010,4,1
Pennsylvania,2010,5,1
Pennsylvania,2010,6,1
Pennsylvania,2010,7,1
Pennsylvania,2010,8,1
Pennsylvania,2010,9,1
Pennsylvania,2010,10,1
Pennsylvania,2009,1,1
Pennsylvania,2009,2,1
Pennsylvania,2009,3,9
Pennsylvania,2009,4,6
Pennsylvania,2009,5,1
Pennsylvania,2009,6,1
Pennsylvania,2009,7,1
Pennsylvania,2009,8,1
Pennsylvania,2009,7,1
Pennsylvania,2009,8,1
Rhode Island,2015,11,1
Rhode Island,2015,12,1
Rhode Island,2014,11,1
Rhode Island,2014,12,1
Rhode Island,2015,1,4
Rhode Island,2015,2,9
Rhode Island,2015,3,1
Rhode Island,2015,4,1
Rhode Island,2015,5,1
Rhode Island,2015,6,1
Rhode Island,2015,7,1
Rhode Island,2015,8,1
Rhode Island,2015,9,1
Rhode Island,2015,10,1
Rhode Island,2013,11,1
Rhode Island,2013,12,1
Rhode Island,2014,1,2
Rhode Island,2014,2,2
Rhode Island,2014,3,1
Rhode Island,2014,3,1
Rhode Island,2014,5,2
Rhode Island,2014,5,1
Rhode Island,2014,6,1
Rhode Island,2014,8,1
Rhode Island,2014,8,1
Rhode Island,2014,9,1
Rhode Island,2012,11,1
Rhode Island,2012,12,2
Rhode Island,2013,1,8
Rhode Island,2013,2,4
Rhode Island,2013,3,1
Rhode Island,2013,3,1
Rhode Island,2013,5,1
Rhode Island,2013,6,1
Rhode Island,2013,6,1
Rhode Island,2013,8,1
Rhode Island,2013,8,1
Rhode Island,2013,9,1
Rhode Island,2011,11,1
Rhode Island,2011,12,1
Rhode Island,2012,1,1
Rhode Island,2012,2,1
Rhode Island,2012,3,1
Rhode Island,2012,3,1
Rhode Island,2012,5,1
Rhode Island,2012,6,1
Rhode Island,2012,6,1
Rhode Island,2012,8,1
Rhode Island,2012,9,1
Rhode Island,2012,9,1
Rhode Island,2010,11,1
Rhode Island,2010,12,1
Rhode Island,2011,1,1
Rhode Island,2011,2,1
Rhode Island,2011,3,4
Rhode Island,2011,4,1
Rhode Island,2011,5,1
Rhode Island,2011,6,1
Rhode Island,2011,7,1
Rhode Island,2011,8,1
Rhode Island,2011,9,1
Rhode Island,2011,10,1
Rhode Island,2009,9,1
Rhode Island,2009,10,2
Rhode Island,2009,11,10
Rhode Island,2009,12,1
Rhode Island,2010,1,1
Rhode Island,2010,2,1
Rhode Island,2010,3,1
Rhode Island,2010,4,1
Rhode Island,2010,5,1
Rhode Island,2010,6,1
Rhode Island,2010,7,1
Rhode Island,2010,8,1
Rhode Island,2010,9,1
Rhode Island,2010,10,1
Rhode Island,2009,1,1
Rhode Island,2009,2,5
Rhode Island,2009,3,2
Rhode Island,2009,4,1
Rhode Island,2009,5,1
Rhode Island,2009,6,1
Rhode Island,2009,7,1
Rhode Island,2009,8,1
Rhode Island,2009,7,1
Rhode Island,2009,8,1
South Carolina,2015,11,3
South Carolina,2015,12,2
South Carolina,2014,11,1
South Carolina,2014,12,4
South Carolina,2015,1,9
South Carolina,2015,2,6
South Carolina,2015,3,4
South Carolina,2015,4,2
South Carolina,2015,5,1
South Carolina,2015,6,1
South Carolina,2015,7,1
South Carolina,2015,8,1
South Carolina,2015,9,1
South Carolina,2015,10,1
South Carolina,2013,11,1
South Carolina,2013,12,5
South Carolina,2014,1,8
South Carolina,2014,2,5
South Carolina,2014,3,1
South Carolina,2014,3,1
South Carolina,2014,5,1
South Carolina,2014,5,1
South Carolina,2014,6,1
South Carolina,2014,8,1
South Carolina,2014,8,1
South Carolina,2014,9,1
South Carolina,2012,11,1
South Carolina,2012,12,10
South Carolina,2013,1,6
South Carolina,2013,2,2
South Carolina,2013,3,2
South Carolina,2013,3,3
South Carolina,2013,5,1
South Carolina,2013,6,1
South Carolina,2013,6,1
South Carolina,2013,8,1
South Carolina,2013,8,1
South Carolina,2013,9,1
South Carolina,2011,11,1
South Carolina,2011,12,1
South Carolina,2012,1,1
South Carolina,2012,2,2
South Carolina,2012,3,1
South Carolina,2012,3,1
South Carolina,2012,5,1
South Carolina,2012,6,1
South Carolina,2012,6,1
South Carolina,2012,8,1
South Carolina,2012,9,1
South Carolina,2012,9,1
South Carolina,2010,11,1
South Carolina,2010,12,1
South Carolina,2011,1,1
South Carolina,2011,2,10
South Carolina,2011,3,6
South Carolina,2011,4,1
South Carolina,2011,5,1
South Carolina,2011,6,1
South Carolina,2011,7,1
South Carolina,2011,8,1
South Carolina,2011,9,1
South Carolina,2011,10,1
South Carolina,2009,9,6
South Carolina,2009,10,10
South Carolina,2009,11,8
South Carolina,2009,12,1
South Carolina,2010,1,1
South Carolina,2010,2,1
South Carolina,2010,3,3
South Carolina,2010,4,1
South Carolina,2010,5,1
South Carolina,2010,6,1
South Carolina,2010,7,1
South Carolina,2010,8,1
South Carolina,2010,9,1
South Carolina,2010,10,1
South Carolina,2009,1,1
South Carolina,2009,2,3
South Carolina,2009,3,6
South Carolina,2009,4,1
South Carolina,2009,5,1
South Carolina,2009,6,1
South Carolina,2009,7,1
South Carolina,2009,8,1
South Carolina,2009,7,1
South Carolina,2009,8,1
South Dakota,2015,11,1
South Dakota,2015,12,1
South Dakota,2014,11,1
South Dakota,2014,12,1
South Dakota,2015,1,5
South Dakota,2015,2,4
South Dakota,2015,3,2
South Dakota,2015,4,1
South Dakota,2015,5,1
South Dakota,2015,6,1
South Dakota,2015,7,1
South Dakota,2015,8,1
South Dakota,2015,9,1
South Dakota,2015,10,0
South Dakota,2013,11,1
South Dakota,2013,12,1
South Dakota,2014,1,4
South Dakota,2014,2,4
South Dakota,2014,3,2
South Dakota,2014,3,1
South Dakota,2014,5,1
South Dakota,2014,5,1
South Dakota,2014,6,1
South Dakota,2014,8,1
South Dakota,2014,8,1
South Dakota,2014,9,1
South Dakota,2012,11,1
South Dakota,2012,12,2
South Dakota,2013,1,5
South Dakota,2013,2,6
South Dakota,2013,3,3
South Dakota,2013,3,3
South Dakota,2013,5,1
South Dakota,2013,6,1
South Dakota,2013,6,1
South Dakota,2013,8,1
South Dakota,2013,8,1
South Dakota,2013,9,1
South Dakota,2011,11,1
South Dakota,2011,12,1
South Dakota,2012,1,1
South Dakota,2012,2,5
South Dakota,2012,3,5
South Dakota,2012,3,1
South Dakota,2012,5,1
South Dakota,2012,6,1
South Dakota,2012,6,1
South Dakota,2012,8,1
South Dakota,2012,9,0
South Dakota,2012,9,1
South Dakota,2010,11,1
South Dakota,2010,12,1
South Dakota,2011,1,1
South Dakota,2011,2,2
South Dakota,2011,3,5
South Dakota,2011,4,1
South Dakota,2011,5,1
South Dakota,2011,6,1
South Dakota,2011,7,1
South Dakota,2011,8,1
South Dakota,2011,9,1
South Dakota,2011,10,1
South Dakota,2009,9,1
South Dakota,2009,10,4
South Dakota,2009,11,3
South Dakota,2009,12,1
