State,Year,Month,precipitation
North Carolina,2000,08,5.18
North Carolina,2000,09,6.36
North Carolina,2000,10,0.08
North Carolina,2000,11,3.14
North Carolina,2000,12,1.92
North Carolina,2001,01,2.02
North Carolina,2001,02,2.75
North Carolina,2001,03,5.25
North Carolina,2001,04,1.68
North Carolina,2001,05,3.27
North Carolina,2001,06,5.94
North Carolina,2001,07,5.35
North Carolina,2001,08,4.19
North Carolina,2001,09,2.99
North Carolina,2001,10,1.21
North Carolina,2001,11,1.15
North Carolina,2001,12,2.00
North Carolina,2002,01,4.97
North Carolina,2002,02,1.64
North Carolina,2002,03,4.64
North Carolina,2002,04,1.88
North Carolina,2002,05,2.79
North Carolina,2002,06,2.97
North Carolina,2002,07,4.48
North Carolina,2002,08,4.97
North Carolina,2002,09,4.65
North Carolina,2002,10,5.46
North Carolina,2002,11,4.51
North Carolina,2002,12,4.57
North Carolina,2003,01,2.20
North Carolina,2003,02,5.19
North Carolina,2003,03,5.95
North Carolina,2003,04,6.42
North Carolina,2003,05,7.47
North Carolina,2003,06,5.53
North Carolina,2003,07,7.70
North Carolina,2003,08,6.39
North Carolina,2003,09,5.63
North Carolina,2003,10,3.76
North Carolina,2003,11,2.79
North Carolina,2003,12,4.14
North Carolina,2004,01,1.57
North Carolina,2004,02,3.89
North Carolina,2004,03,1.93
North Carolina,2004,04,3.02
North Carolina,2004,05,3.99
North Carolina,2004,06,5.34
North Carolina,2004,07,5.14
North Carolina,2004,08,7.62
North Carolina,2004,09,7.97
North Carolina,2004,10,1.95
North Carolina,2004,11,4.00
North Carolina,2004,12,2.73
North Carolina,2005,01,2.58
North Carolina,2005,02,2.74
North Carolina,2005,03,4.02
North Carolina,2005,04,3.33
North Carolina,2005,05,3.58
North Carolina,2005,06,5.09
North Carolina,2005,07,6.27
North Carolina,2005,08,4.07
North Carolina,2005,09,2.06
North Carolina,2005,10,5.72
North Carolina,2005,11,3.71
North Carolina,2005,12,4.41
North Carolina,2006,01,3.31
North Carolina,2006,02,1.82
North Carolina,2006,03,1.44
North Carolina,2006,04,3.70
North Carolina,2006,05,3.23
North Carolina,2006,06,7.63
North Carolina,2006,07,4.47
North Carolina,2006,08,4.85
North Carolina,2006,09,6.60
North Carolina,2006,10,4.04
North Carolina,2006,11,6.75
North Carolina,2006,12,3.32
North Carolina,2007,01,3.64
North Carolina,2007,02,2.25
North Carolina,2007,03,2.94
North Carolina,2007,04,3.25
North Carolina,2007,05,1.75
North Carolina,2007,06,3.82
North Carolina,2007,07,3.59
North Carolina,2007,08,2.05
North Carolina,2007,09,2.08
North Carolina,2007,10,4.33
North Carolina,2007,11,0.91
North Carolina,2007,12,4.13
North Carolina,2008,01,1.87
North Carolina,2008,02,3.99
North Carolina,2008,03,3.87
North Carolina,2008,04,4.98
North Carolina,2008,05,2.94
North Carolina,2008,06,2.28
North Carolina,2008,07,5.13
North Carolina,2008,08,5.97
North Carolina,2008,09,5.44
North Carolina,2008,10,1.92
North Carolina,2008,11,3.49
North Carolina,2008,12,3.93
North Carolina,2009,01,2.83
North Carolina,2009,02,1.68
North Carolina,2009,03,5.38
North Carolina,2009,04,2.51
North Carolina,2009,05,5.86
North Carolina,2009,06,4.42
North Carolina,2009,07,4.16
North Carolina,2009,08,5.04
North Carolina,2009,09,4.39
North Carolina,2009,10,2.93
North Carolina,2009,11,6.89
North Carolina,2009,12,7.09
North Carolina,2010,01,5.00
North Carolina,2010,02,3.77
North Carolina,2010,03,4.06
North Carolina,2010,04,1.56
North Carolina,2010,05,4.68
North Carolina,2010,06,3.65
North Carolina,2010,07,4.05
North Carolina,2010,08,4.52
North Carolina,2010,09,7.81
North Carolina,2010,10,2.71
North Carolina,2010,11,1.59
North Carolina,2010,12,2.87
North Carolina,2011,01,1.95
North Carolina,2011,02,2.56
North Carolina,2011,03,5.23
North Carolina,2011,04,3.63
North Carolina,2011,05,3.14
North Carolina,2011,06,3.14
North Carolina,2011,07,4.34
North Carolina,2011,08,6.98
North Carolina,2011,09,5.36
North Carolina,2011,10,2.88
North Carolina,2011,11,4.33
North Carolina,2011,12,2.44
North Carolina,2012,01,2.86
North Carolina,2012,02,2.22
North Carolina,2012,03,4.14
North Carolina,2012,04,3.22
North Carolina,2012,05,6.24
North Carolina,2012,06,2.85
North Carolina,2012,07,6.13
North Carolina,2012,08,5.92
North Carolina,2012,09,4.42
North Carolina,2012,10,3.32
North Carolina,2012,11,0.93
North Carolina,2012,12,4.36
North Carolina,2013,01,4.69
North Carolina,2013,02,4.09
North Carolina,2013,03,2.67
North Carolina,2013,04,4.68
North Carolina,2013,05,3.96
North Carolina,2013,06,9.00
North Carolina,2013,07,8.41
North Carolina,2013,08,4.79
North Carolina,2013,09,2.79
North Carolina,2013,10,2.22
North Carolina,2013,11,3.53
North Carolina,2013,12,5.61
North Carolina,2014,01,3.29
North Carolina,2014,02,3.11
North Carolina,2014,03,4.61
North Carolina,2014,04,4.91
North Carolina,2014,05,3.62
North Carolina,2014,06,4.18
North Carolina,2014,07,5.25
North Carolina,2014,08,5.22
North Carolina,2014,09,5.47
North Carolina,2014,10,2.89
North Carolina,2014,11,3.77
North Carolina,2014,12,3.76
North Carolina,2015,01,3.95
North Carolina,2015,02,3.50
North Carolina,2015,03,3.43
North Carolina,2015,04,4.35
North Carolina,2015,05,2.62
North Carolina,2015,06,5.20
North Carolina,2015,07,4.38
North Carolina,2015,08,4.00
North Carolina,2015,09,5.31
North Carolina,2015,10,7.07
North Carolina,2015,11,7.20
North Carolina,2015,12,7.31
North Dakota,2000,01,0.26
North Dakota,2000,02,1.03
North Dakota,2000,03,0.74
North Dakota,2000,04,1.29
North Dakota,2000,05,2.39
North Dakota,2000,06,4.13
North Dakota,2000,07,3.18
North Dakota,2000,08,2.50
North Dakota,2000,09,1.40
North Dakota,2000,10,1.61
North Dakota,2000,11,2.33
North Dakota,2000,12,0.45
North Dakota,2001,01,0.23
North Dakota,2001,02,0.37
North Dakota,2001,03,0.15
North Dakota,2001,04,1.74
North Dakota,2001,05,1.89
North Dakota,2001,06,4.20
North Dakota,2001,07,4.66
North Dakota,2001,08,0.93
North Dakota,2001,09,1.12
North Dakota,2001,10,0.95
North Dakota,2001,11,0.24
North Dakota,2001,12,0.34
North Dakota,2002,01,0.32
North Dakota,2002,02,0.14
North Dakota,2002,03,0.58
North Dakota,2002,04,1.28
North Dakota,2002,05,1.28
North Dakota,2002,06,3.44
North Dakota,2002,07,3.08
North Dakota,2002,08,3.02
North Dakota,2002,09,1.06
North Dakota,2002,10,0.87
North Dakota,2002,11,0.13
North Dakota,2002,12,0.63
North Dakota,2003,01,0.32
North Dakota,2003,02,0.21
North Dakota,2003,03,0.83
North Dakota,2003,04,1.09
North Dakota,2003,05,4.05
North Dakota,2003,06,3.23
North Dakota,2003,07,1.81
North Dakota,2003,08,1.17
North Dakota,2003,09,1.81
North Dakota,2003,10,0.63
North Dakota,2003,11,0.47
North Dakota,2003,12,0.62
North Dakota,2004,01,0.76
North Dakota,2004,02,0.34
North Dakota,2004,03,1.51
North Dakota,2004,04,0.71
North Dakota,2004,05,3.86
North Dakota,2004,06,2.24
North Dakota,2004,07,2.55
North Dakota,2004,08,2.00
North Dakota,2004,09,2.53
North Dakota,2004,10,1.77
North Dakota,2004,11,0.12
North Dakota,2004,12,0.47
North Dakota,2005,01,0.60
North Dakota,2005,02,0.12
North Dakota,2005,03,0.55
North Dakota,2005,04,0.57
North Dakota,2005,05,3.46
North Dakota,2005,06,7.01
North Dakota,2005,07,2.31
North Dakota,2005,08,2.25
North Dakota,2005,09,0.82
North Dakota,2005,10,1.52
North Dakota,2005,11,1.15
North Dakota,2005,12,0.62
North Dakota,2006,01,0.27
North Dakota,2006,02,0.33
North Dakota,2006,03,0.89
North Dakota,2006,04,1.60
North Dakota,2006,05,1.72
North Dakota,2006,06,1.64
North Dakota,2006,07,1.14
North Dakota,2006,08,2.50
North Dakota,2006,09,2.08
North Dakota,2006,10,1.01
North Dakota,2006,11,0.17
North Dakota,2006,12,0.67
North Dakota,2007,01,0.14
North Dakota,2007,02,0.63
North Dakota,2007,03,1.55
North Dakota,2007,04,1.05
North Dakota,2007,05,5.34
North Dakota,2007,06,3.69
North Dakota,2007,07,1.88
North Dakota,2007,08,1.97
North Dakota,2007,09,1.27
North Dakota,2007,10,0.94
North Dakota,2007,11,0.17
North Dakota,2007,12,0.37
North Dakota,2008,01,0.10
North Dakota,2008,02,0.41
North Dakota,2008,03,0.36
North Dakota,2008,04,0.68
North Dakota,2008,05,1.65
North Dakota,2008,06,4.11
North Dakota,2008,07,2.38
North Dakota,2008,08,2.21
North Dakota,2008,09,2.65
North Dakota,2008,10,2.50
North Dakota,2008,11,1.44
North Dakota,2008,12,1.27
North Dakota,2009,01,0.63
North Dakota,2009,02,1.04
North Dakota,2009,03,1.58
North Dakota,2009,04,1.10
North Dakota,2009,05,1.75
North Dakota,2009,06,2.97
North Dakota,2009,07,2.29
North Dakota,2009,08,1.93
North Dakota,2009,09,1.78
North Dakota,2009,10,2.72
North Dakota,2009,11,0.07
North Dakota,2009,12,1.10
North Dakota,2010,01,0.79
North Dakota,2010,02,0.56
North Dakota,2010,03,0.76
North Dakota,2010,04,1.58
North Dakota,2010,05,4.08
North Dakota,2010,06,3.61
North Dakota,2010,07,2.76
North Dakota,2010,08,2.40
North Dakota,2010,09,3.98
North Dakota,2010,10,1.09
North Dakota,2010,11,0.63
North Dakota,2010,12,1.24
North Dakota,2011,01,0.96
North Dakota,2011,02,0.33
North Dakota,2011,03,1.05
North Dakota,2011,04,1.87
North Dakota,2011,05,4.06
North Dakota,2011,06,3.89
North Dakota,2011,07,3.79
North Dakota,2011,08,2.46
North Dakota,2011,09,1.49
North Dakota,2011,10,1.06
North Dakota,2011,11,0.16
North Dakota,2011,12,0.32
North Dakota,2012,01,0.33
North Dakota,2012,02,0.51
North Dakota,2012,03,0.51
North Dakota,2012,04,2.06
North Dakota,2012,05,2.04
North Dakota,2012,06,2.62
North Dakota,2012,07,2.21
North Dakota,2012,08,1.52
North Dakota,2012,09,0.20
North Dakota,2012,10,1.97
North Dakota,2012,11,0.68
North Dakota,2012,12,0.44
North Dakota,2013,01,0.34
North Dakota,2013,02,0.52
North Dakota,2013,03,0.97
North Dakota,2013,04,1.06
North Dakota,2013,05,5.50
North Dakota,2013,06,3.69
North Dakota,2013,07,2.20
North Dakota,2013,08,1.63
North Dakota,2013,09,2.76
North Dakota,2013,10,3.52
North Dakota,2013,11,0.21
North Dakota,2013,12,0.88
North Dakota,2014,01,0.41
North Dakota,2014,02,0.18
North Dakota,2014,03,0.43
North Dakota,2014,04,2.10
North Dakota,2014,05,2.38
North Dakota,2014,06,4.75
North Dakota,2014,07,1.57
North Dakota,2014,08,4.44
North Dakota,2014,09,1.19
North Dakota,2014,10,0.53
North Dakota,2014,11,0.46
North Dakota,2014,12,0.17
North Dakota,2015,01,0.48
North Dakota,2015,02,0.41
North Dakota,2015,03,0.42
North Dakota,2015,04,0.59
North Dakota,2015,05,4.00
North Dakota,2015,06,3.63
North Dakota,2015,07,2.65
North Dakota,2015,08,1.59
North Dakota,2015,09,1.57
North Dakota,2015,10,1.32
North Dakota,2015,11,0.49
North Dakota,2015,12,0.57
Ohio,2000,01,2.62
Ohio,2000,02,3.24
Ohio,2000,03,2.48
Ohio,2000,04,4.05
Ohio,2000,05,4.80
Ohio,2000,06,4.89
Ohio,2000,07,3.94
Ohio,2000,08,3.81
Ohio,2000,09,3.94
Ohio,2000,10,2.21
Ohio,2000,11,1.80
Ohio,2000,12,3.08
Ohio,2001,01,1.28
Ohio,2001,02,1.57
Ohio,2001,03,1.79
Ohio,2001,04,3.54
Ohio,2001,05,5.42
Ohio,2001,06,3.09
Ohio,2001,07,3.63
Ohio,2001,08,3.54
Ohio,2001,09,3.09
Ohio,2001,10,4.62
Ohio,2001,11,2.98
Ohio,2001,12,2.75
Ohio,2002,01,2.06
Ohio,2002,02,1.64
Ohio,2002,03,3.77
Ohio,2002,04,4.75
Ohio,2002,05,5.19
Ohio,2002,06,3.58
Ohio,2002,07,2.75
Ohio,2002,08,2.12
Ohio,2002,09,4.11
Ohio,2002,10,2.96
Ohio,2002,11,2.89
Ohio,2002,12,2.77
Ohio,2003,01,1.61
Ohio,2003,02,2.88
Ohio,2003,03,2.18
Ohio,2003,04,2.53
Ohio,2003,05,6.79
Ohio,2003,06,3.97
Ohio,2003,07,6.71
Ohio,2003,08,4.82
Ohio,2003,09,5.96
Ohio,2003,10,2.53
Ohio,2003,11,3.65
Ohio,2003,12,2.79
Ohio,2004,01,3.61
Ohio,2004,02,1.36
Ohio,2004,03,3.26
Ohio,2004,04,3.21
Ohio,2004,05,6.89
Ohio,2004,06,4.58
Ohio,2004,07,4.56
Ohio,2004,08,4.07
Ohio,2004,09,4.31
Ohio,2004,10,2.74
Ohio,2004,11,3.61
Ohio,2004,12,3.23
Ohio,2005,01,6.70
Ohio,2005,02,1.72
Ohio,2005,03,2.59
Ohio,2005,04,4.42
Ohio,2005,05,2.44
Ohio,2005,06,1.78
Ohio,2005,07,4.17
Ohio,2005,08,4.99
Ohio,2005,09,3.36
Ohio,2005,10,2.65
Ohio,2005,11,3.46
Ohio,2005,12,1.83
Ohio,2006,01,3.08
Ohio,2006,02,1.63
Ohio,2006,03,2.66
Ohio,2006,04,3.18
Ohio,2006,05,4.18
Ohio,2006,06,4.57
Ohio,2006,07,5.55
Ohio,2006,08,3.04
Ohio,2006,09,4.79
Ohio,2006,10,5.67
Ohio,2006,11,2.17
Ohio,2006,12,3.04
Ohio,2007,01,4.51
Ohio,2007,02,2.05
Ohio,2007,03,4.07
Ohio,2007,04,3.42
Ohio,2007,05,1.56
Ohio,2007,06,2.77
Ohio,2007,07,3.62
Ohio,2007,08,5.72
Ohio,2007,09,2.37
Ohio,2007,10,3.23
Ohio,2007,11,3.24
Ohio,2007,12,4.60
Ohio,2008,01,2.36
Ohio,2008,02,4.90
Ohio,2008,03,6.41
Ohio,2008,04,2.52
Ohio,2008,05,4.67
Ohio,2008,06,6.42
Ohio,2008,07,3.61
Ohio,2008,08,1.90
Ohio,2008,09,2.52
Ohio,2008,10,1.85
Ohio,2008,11,2.40
Ohio,2008,12,4.54
Ohio,2009,01,2.47
Ohio,2009,02,2.03
Ohio,2009,03,2.47
Ohio,2009,04,3.87
Ohio,2009,05,3.68
Ohio,2009,06,4.01
Ohio,2009,07,4.05
Ohio,2009,08,3.07
Ohio,2009,09,2.67
Ohio,2009,10,4.16
Ohio,2009,11,0.98
Ohio,2009,12,3.04
Ohio,2010,01,1.76
Ohio,2010,02,2.05
Ohio,2010,03,2.85
Ohio,2010,04,2.18
Ohio,2010,05,5.37
Ohio,2010,06,6.32
Ohio,2010,07,3.45
Ohio,2010,08,2.72
Ohio,2010,09,2.11
Ohio,2010,10,1.93
Ohio,2010,11,4.14
Ohio,2010,12,1.88
Ohio,2011,01,1.47
Ohio,2011,02,4.58
Ohio,2011,03,4.24
Ohio,2011,04,7.63
Ohio,2011,05,6.55
Ohio,2011,06,3.81
Ohio,2011,07,3.80
Ohio,2011,08,3.93
Ohio,2011,09,5.89
Ohio,2011,10,4.36
Ohio,2011,11,5.42
Ohio,2011,12,4.27
Ohio,2012,01,3.38
Ohio,2012,02,1.62
Ohio,2012,03,3.09
Ohio,2012,04,1.93
Ohio,2012,05,3.68
Ohio,2012,06,2.12
Ohio,2012,07,3.45
Ohio,2012,08,2.97
Ohio,2012,09,5.10
Ohio,2012,10,4.47
Ohio,2012,11,0.83
Ohio,2012,12,4.64
Ohio,2013,01,2.61
Ohio,2013,02,1.88
Ohio,2013,03,2.42
Ohio,2013,04,3.84
Ohio,2013,05,2.28
Ohio,2013,06,5.92
Ohio,2013,07,6.68
Ohio,2013,08,2.70
Ohio,2013,09,2.63
Ohio,2013,10,3.64
Ohio,2013,11,2.96
Ohio,2013,12,4.13
Ohio,2014,01,2.08
Ohio,2014,02,2.60
Ohio,2014,03,2.00
Ohio,2014,04,5.28
Ohio,2014,05,3.98
Ohio,2014,06,5.42
Ohio,2014,07,3.45
Ohio,2014,08,4.14
Ohio,2014,09,2.19
Ohio,2014,10,2.97
Ohio,2014,11,1.93
Ohio,2014,12,2.52
Ohio,2015,01,2.46
Ohio,2015,02,1.47
Ohio,2015,03,3.52
Ohio,2015,04,4.58
Ohio,2015,05,3.34
Ohio,2015,06,8.04
Ohio,2015,07,4.75
Ohio,2015,08,2.49
Ohio,2015,09,3.07
Ohio,2015,10,2.76
Ohio,2015,11,2.24
Ohio,2015,12,4.30
Oklahoma,2000,01,1.15
Oklahoma,2000,02,1.53
Oklahoma,2000,03,4.30
Oklahoma,2000,04,2.57
Oklahoma,2000,05,4.34
Oklahoma,2000,06,7.11
Oklahoma,2000,07,2.54
Oklahoma,2000,08,0.12
Oklahoma,2000,09,1.09
Oklahoma,2000,10,6.45
Oklahoma,2000,11,3.76
Oklahoma,2000,12,1.97
Oklahoma,2001,01,2.22
Oklahoma,2001,02,4.11
Oklahoma,2001,03,1.52
Oklahoma,2001,04,1.37
Oklahoma,2001,05,7.38
Oklahoma,2001,06,2.34
Oklahoma,2001,07,0.92
Oklahoma,2001,08,2.32
Oklahoma,2001,09,3.79
Oklahoma,2001,10,2.21
Oklahoma,2001,11,1.75
Oklahoma,2001,12,2.05
Oklahoma,2002,01,2.16
Oklahoma,2002,02,1.06
Oklahoma,2002,03,2.69
Oklahoma,2002,04,4.14
Oklahoma,2002,05,3.56
Oklahoma,2002,06,3.69
Oklahoma,2002,07,3.48
Oklahoma,2002,08,3.15
Oklahoma,2002,09,2.33
Oklahoma,2002,10,5.11
Oklahoma,2002,11,0.63
Oklahoma,2002,12,3.00
Oklahoma,2003,01,0.07
Oklahoma,2003,02,1.78
Oklahoma,2003,03,2.01
Oklahoma,2003,04,1.88
Oklahoma,2003,05,3.71
Oklahoma,2003,06,5.17
Oklahoma,2003,07,0.91
Oklahoma,2003,08,4.41
Oklahoma,2003,09,3.08
Oklahoma,2003,10,1.66
Oklahoma,2003,11,1.99
Oklahoma,2003,12,1.19
Oklahoma,2004,01,2.18
Oklahoma,2004,02,1.69
Oklahoma,2004,03,3.95
Oklahoma,2004,04,3.65
Oklahoma,2004,05,1.56
Oklahoma,2004,06,6.52
Oklahoma,2004,07,4.64
Oklahoma,2004,08,2.88
Oklahoma,2004,09,1.23
Oklahoma,2004,10,5.11
Oklahoma,2004,11,5.97
Oklahoma,2004,12,0.82
Oklahoma,2005,01,3.50
Oklahoma,2005,02,1.67
Oklahoma,2005,03,1.18
Oklahoma,2005,04,1.37
Oklahoma,2005,05,2.60
Oklahoma,2005,06,4.30
Oklahoma,2005,07,3.00
Oklahoma,2005,08,5.13
Oklahoma,2005,09,2.07
Oklahoma,2005,10,2.01
Oklahoma,2005,11,0.46
Oklahoma,2005,12,0.27
Oklahoma,2006,01,0.94
Oklahoma,2006,02,0.30
Oklahoma,2006,03,3.16
Oklahoma,2006,04,3.35
Oklahoma,2006,05,3.16
Oklahoma,2006,06,2.65
Oklahoma,2006,07,1.79
Oklahoma,2006,08,3.20
Oklahoma,2006,09,2.41
Oklahoma,2006,10,2.85
Oklahoma,2006,11,2.45
Oklahoma,2006,12,3.55
Oklahoma,2007,01,2.16
Oklahoma,2007,02,0.93
Oklahoma,2007,03,4.23
Oklahoma,2007,04,2.81
Oklahoma,2007,05,7.05
Oklahoma,2007,06,9.51
Oklahoma,2007,07,4.48
Oklahoma,2007,08,3.20
Oklahoma,2007,09,3.04
Oklahoma,2007,10,3.04
Oklahoma,2007,11,0.48
Oklahoma,2007,12,2.63
Oklahoma,2008,01,0.51
Oklahoma,2008,02,2.42
Oklahoma,2008,03,4.67
Oklahoma,2008,04,4.58
Oklahoma,2008,05,4.80
Oklahoma,2008,06,5.59
Oklahoma,2008,07,2.44
Oklahoma,2008,08,4.75
Oklahoma,2008,09,3.63
Oklahoma,2008,10,2.92
Oklahoma,2008,11,1.06
Oklahoma,2008,12,0.93
Oklahoma,2009,01,0.66
Oklahoma,2009,02,1.16
Oklahoma,2009,03,2.58
Oklahoma,2009,04,4.82
Oklahoma,2009,05,4.98
Oklahoma,2009,06,2.49
Oklahoma,2009,07,3.88
Oklahoma,2009,08,3.79
Oklahoma,2009,09,4.60
Oklahoma,2009,10,6.96
Oklahoma,2009,11,0.73
Oklahoma,2009,12,1.39
Oklahoma,2010,01,1.86
Oklahoma,2010,02,1.92
Oklahoma,2010,03,2.03
Oklahoma,2010,04,2.63
Oklahoma,2010,05,4.80
Oklahoma,2010,06,4.12
Oklahoma,2010,07,4.46
Oklahoma,2010,08,1.69
Oklahoma,2010,09,4.13
Oklahoma,2010,10,1.67
Oklahoma,2010,11,1.87
Oklahoma,2010,12,0.86
Oklahoma,2011,01,0.28
Oklahoma,2011,02,1.57
Oklahoma,2011,03,0.74
Oklahoma,2011,04,3.49
Oklahoma,2011,05,4.47
Oklahoma,2011,06,1.17
Oklahoma,2011,07,0.79
Oklahoma,2011,08,2.36
Oklahoma,2011,09,1.72
Oklahoma,2011,10,2.79
Oklahoma,2011,11,4.38
Oklahoma,2011,12,2.48
Oklahoma,2012,01,1.86
Oklahoma,2012,02,1.86
Oklahoma,2012,03,4.56
Oklahoma,2012,04,3.45
Oklahoma,2012,05,2.15
Oklahoma,2012,06,2.45
Oklahoma,2012,07,1.16
Oklahoma,2012,08,2.42
Oklahoma,2012,09,2.94
Oklahoma,2012,10,1.20
Oklahoma,2012,11,0.63
Oklahoma,2012,12,1.02
Oklahoma,2013,01,1.77
Oklahoma,2013,02,3.24
Oklahoma,2013,03,1.59
Oklahoma,2013,04,3.81
Oklahoma,2013,05,4.73
Oklahoma,2013,06,3.87
Oklahoma,2013,07,5.28
Oklahoma,2013,08,3.34
Oklahoma,2013,09,2.58
Oklahoma,2013,10,3.10
Oklahoma,2013,11,1.72
Oklahoma,2013,12,1.67
Oklahoma,2014,01,0.33
Oklahoma,2014,02,0.49
Oklahoma,2014,03,1.74
Oklahoma,2014,04,1.69
Oklahoma,2014,05,3.14
Oklahoma,2014,06,5.71
Oklahoma,2014,07,4.57
Oklahoma,2014,08,1.55
Oklahoma,2014,09,2.57
Oklahoma,2014,10,3.44
Oklahoma,2014,11,2.20
Oklahoma,2014,12,1.44
Oklahoma,2015,01,1.21
Oklahoma,2015,02,1.18
Oklahoma,2015,03,2.41
Oklahoma,2015,04,4.85
Oklahoma,2015,05,14.44
Oklahoma,2015,06,4.81
Oklahoma,2015,07,5.43
Oklahoma,2015,08,2.45
Oklahoma,2015,09,2.07
Oklahoma,2015,10,3.26
Oklahoma,2015,11,6.05
Oklahoma,2015,12,5.56
Oregon,2000,01,5.97
Oregon,2000,02,4.65
Oregon,2000,03,2.72
Oregon,2000,04,2.09
Oregon,2000,05,2.10
Oregon,2000,06,1.01
Oregon,2000,07,0.35
Oregon,2000,08,0.10
Oregon,2000,09,1.10
Oregon,2000,10,3.07
Oregon,2000,11,2.06
Oregon,2000,12,2.69
Oregon,2001,01,1.81
Oregon,2001,02,1.60
Oregon,2001,03,2.54
Oregon,2001,04,2.60
Oregon,2001,05,1.28
Oregon,2001,06,1.41
Oregon,2001,07,0.77
Oregon,2001,08,0.39
Oregon,2001,09,0.69
Oregon,2001,10,2.22
Oregon,2001,11,5.37
Oregon,2001,12,6.16
Oregon,2002,01,5.17
Oregon,2002,02,2.29
Oregon,2002,03,3.10
Oregon,2002,04,2.42
Oregon,2002,05,1.06
Oregon,2002,06,1.07
Oregon,2002,07,0.19
Oregon,2002,08,0.24
Oregon,2002,09,0.62
Oregon,2002,10,0.45
Oregon,2002,11,2.54
Oregon,2002,12,7.05
Oregon,2003,01,4.96
Oregon,2003,02,2.36
Oregon,2003,03,4.93
Oregon,2003,04,4.11
Oregon,2003,05,1.89
Oregon,2003,06,0.21
Oregon,2003,07,0.25
Oregon,2003,08,0.49
Oregon,2003,09,1.04
Oregon,2003,10,1.29
Oregon,2003,11,3.75
Oregon,2003,12,6.78
Oregon,2004,01,5.35
Oregon,2004,02,3.86
Oregon,2004,03,1.81
Oregon,2004,04,1.91
Oregon,2004,05,2.86
Oregon,2004,06,1.23
Oregon,2004,07,0.25
Oregon,2004,08,1.71
Oregon,2004,09,1.29
Oregon,2004,10,3.32
Oregon,2004,11,1.78
Oregon,2004,12,4.32
Oregon,2005,01,2.13
Oregon,2005,02,1.06
Oregon,2005,03,3.45
Oregon,2005,04,3.17
Oregon,2005,05,4.81
Oregon,2005,06,1.62
Oregon,2005,07,0.33
Oregon,2005,08,0.09
Oregon,2005,09,0.65
Oregon,2005,10,2.55
Oregon,2005,11,5.39
Oregon,2005,12,7.97
Oregon,2006,01,8.28
Oregon,2006,02,2.37
Oregon,2006,03,3.81
Oregon,2006,04,2.68
Oregon,2006,05,2.00
Oregon,2006,06,1.57
Oregon,2006,07,0.23
Oregon,2006,08,0.20
Oregon,2006,09,0.71
Oregon,2006,10,1.07
Oregon,2006,11,8.08
Oregon,2006,12,5.44
Oregon,2007,01,2.62
Oregon,2007,02,4.54
Oregon,2007,03,2.22
Oregon,2007,04,2.22
Oregon,2007,05,0.95
Oregon,2007,06,1.18
Oregon,2007,07,0.45
Oregon,2007,08,0.59
Oregon,2007,09,1.08
Oregon,2007,10,3.56
Oregon,2007,11,3.65
Oregon,2007,12,5.93
Oregon,2008,01,5.87
Oregon,2008,02,2.43
Oregon,2008,03,3.45
Oregon,2008,04,2.05
Oregon,2008,05,1.94
Oregon,2008,06,1.01
Oregon,2008,07,0.13
Oregon,2008,08,0.74
Oregon,2008,09,0.32
Oregon,2008,10,1.42
Oregon,2008,11,3.83
Oregon,2008,12,5.44
Oregon,2009,01,2.95
Oregon,2009,02,2.43
Oregon,2009,03,3.95
Oregon,2009,04,2.01
Oregon,2009,05,2.65
Oregon,2009,06,2.19
Oregon,2009,07,0.17
Oregon,2009,08,0.76
Oregon,2009,09,0.51
Oregon,2009,10,2.96
Oregon,2009,11,3.70
Oregon,2009,12,3.34
Oregon,2010,01,4.52
Oregon,2010,02,2.59
Oregon,2010,03,3.57
Oregon,2010,04,3.89
Oregon,2010,05,3.02
Oregon,2010,06,2.85
Oregon,2010,07,0.23
Oregon,2010,08,0.39
Oregon,2010,09,1.54
Oregon,2010,10,3.59
Oregon,2010,11,4.62
Oregon,2010,12,7.10
Oregon,2011,01,3.15
Oregon,2011,02,3.25
Oregon,2011,03,6.37
Oregon,2011,04,3.94
Oregon,2011,05,3.40
Oregon,2011,06,1.45
Oregon,2011,07,0.67
Oregon,2011,08,0.08
Oregon,2011,09,0.23
Oregon,2011,10,2.06
Oregon,2011,11,3.54
Oregon,2011,12,2.54
Oregon,2012,01,5.82
Oregon,2012,02,2.90
Oregon,2012,03,7.19
Oregon,2012,04,3.32
Oregon,2012,05,1.89
Oregon,2012,06,2.45
Oregon,2012,07,0.45
Oregon,2012,08,0.08
Oregon,2012,09,0.09
Oregon,2012,10,3.77
Oregon,2012,11,5.39
Oregon,2012,12,6.73
Oregon,2013,01,2.60
Oregon,2013,02,1.61
Oregon,2013,03,1.86
Oregon,2013,04,2.17
Oregon,2013,05,2.42
Oregon,2013,06,1.49
Oregon,2013,07,0.20
Oregon,2013,08,0.86
Oregon,2013,09,4.23
Oregon,2013,10,0.99
Oregon,2013,11,2.39
Oregon,2013,12,1.89
Oregon,2014,01,2.35
Oregon,2014,02,5.78
Oregon,2014,03,5.52
Oregon,2014,04,2.52
Oregon,2014,05,1.80
Oregon,2014,06,1.14
Oregon,2014,07,0.50
Oregon,2014,08,0.67
Oregon,2014,09,1.14
Oregon,2014,10,3.50
Oregon,2014,11,4.14
Oregon,2014,12,6.22
Oregon,2015,01,1.98
Oregon,2015,02,3.58
Oregon,2015,03,2.59
